referencia;variante;descricao;preco_unitario;porcentagem_imposto;pagina
LM1120;;SLIM 60W AC100V-240V, PARA FITA LED 12V;22.30;3.75;41
LM1122;;PRO 36W AC100V-240V, PARA FITA LED 12V;17.65;3.75;41
LM1240;;SLIM 12V 100W 100-240V PARA FITA DE LED;31.25;3.75;41
LM1356;;12V 8,3A 100W 127V DIMERIZÁVEL TRIAC, PARA FITA LED;149.10;3.75;42
LM1357;;12V 8,3A 100W 220V DIMERIZÁVEL TRIAC, PARA FITA LED;149.10;3.75;42
LM1358;;12V 12,5A 150W 127V DIMERIZÁVEL TRIAC, PARA FITA LED;148.55;3.75;42
LM1359;;12V 12,5A 150W 220V DIMERIZÁVEL TRIAC, PARA FITA LED;148.55;3.75;42
LM1361;;24V 2.5A 60W 127V DIMERIZÁVEL TRIAC, PARA FITA LED;116.90;3.75;42
LM1362;;SLIM 48W AC127V-220V, PARA FITA LED 24V;20.45;3.75;42
LM1363;;SLIM 60W AC127V-220V, PARA FITA LED 24V;22.30;3.75;42
LM1364;;SLIM 72W AC100V-240V, PARA FITA LED 24V 3A;25.99;3.75;42
LM1463;;SLIM 36W AC127V-220V, PARA FITA LED 24V;16.80;3.75;42
LM1475;;200W AC127V-220V, PARA FITA LED 12V;61.45;3.75;42
LM2126;;SLIM 12V 200W 127V OU 220V PARA FITA DE LED;55.05;3.75;42
LM2127;;SLIM 12V 300W 127V OU 220V PARA FITA DE LED;59.70;3.75;42
LM2128;;SLIM 12V 400W 127V OU 220V PARA FITA DE LED;73.95;3.75;42
LM2129;;PRO 24W AC127V-220V, PARA FITA LED 24V;6.65;3.75;42
LM3831;;LUMINARIA DE LED 3 SPOTS DE EMBUTIR DIRECIONÁVEL 6W 3000K PT/PT DOT-LIGHT CONCENTRADO;0.00;0.00;2
LM3832;;LUMINARIA DE LED 3 SPOTS DE EMBUTIR DIRECIONÁVEL 6W 3000K BC/BC DOT-LIGHT CONCENTRADO;0.00;0.00;2
