referencia;variante;descricao;detalhes;preco_unitario;porcentagem_imposto;pagina
535.C20;;Embalagem Combo 20 un - Arandela Box Foco;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";71.90;16.60;47
535.C40;;Embalagem Combo 40 un - Arandela Box Foco;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";67.90;16.60;47
535.C60;;Embalagem Combo 60 un - Arandela Box Foco;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";63.90;16.60;47
536;;Arandela Box Foco Corte Sup-Inf;"Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";128.18;16.60;47
536.C20;;Embalagem Combo 20 un - Arandela Box Foco Corte Sup-Inf;"Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";71.90;16.60;47
536.C40;;Embalagem Combo 40 un - Arandela Box Foco Corte Sup-Inf;"Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";67.90;16.60;47
536.C60;;Embalagem Combo 60 un - Arandela Box Foco Corte Sup-Inf;"Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";63.90;16.60;48
537;;Arandela Box Foco Corte Risco;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";128.18;16.60;48
537.C20;;Embalagem Combo 20 un - Arandela Box Foco Corte Risco;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";71.90;16.60;48
537.C40;;Embalagem Combo 40 un - Arandela Box Foco Corte Risco;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";67.90;16.60;48
537.C60;;Embalagem Combo 60 un - Arandela Box Foco Corte Risco;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";63.90;16.60;48
538;;Arandela Box Foco Corte Silhueta;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";128.18;16.60;48
538.C20;;Embalagem Combo 20 un - Arandela Box Foco Corte Silhueta;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";71.90;16.60;48
538.C40;;Embalagem Combo 40 un - Arandela Box Foco Corte Silhueta;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";67.90;16.60;48
538.C60;;Embalagem Combo 60 un - Arandela Box Foco Corte Silhueta;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 9cm | Profundidade: 7cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Acrílico Cristal ou Leitosoapenas na parte superior e inferior";63.90;16.60;48
540;;Arandela Box Silhueta P;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";183.47;16.60;48
540.C20;;Embalagem Combo 20 un - Arandela Box Silhueta P;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";115.90;16.60;48
540.C40;;Embalagem Combo 40 un - Arandela Box Silhueta P;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";107.90;16.60;48
540.C60;;Embalagem Combo 60 un - Arandela Box Silhueta P;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";99.90;16.60;48
541;;Arandela Box Silhueta G;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 40cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";303.05;16.60;48
541.C20;;Embalagem Combo 20 un - Arandela Box Silhueta G;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 40cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";178.90;16.60;48
542;;Arandela Box Risco P;"Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";183.47;16.60;48
542.C20;;Embalagem Combo 20 un - Arandela Box Risco P;"Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";115.90;16.60;48
542.C40;;Embalagem Combo 40 un - Arandela Box Risco P;"Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";107.90;16.60;48
542.C60;;Embalagem Combo 60 un - Arandela Box Risco P;"Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";99.90;16.60;48
543;;Arandela Box Risco G;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 40cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";303.05;16.60;48
543.C20;;Embalagem Combo 20 un - Arandela Box Risco G;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 17cm | Altura: 40cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";178.90;16.60;48
544;;Arandela Box Diagonal P;"Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Cores: Sólidas, Automotivas e Espelhadas";183.47;16.60;48
544.C20;;Embalagem Combo 20 un - Arandela Box Diagonal P;"Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Cores: Sólidas, Automotivas e Espelhadas";115.90;16.60;48
544.C40;;Embalagem Combo 40 un - Arandela Box Diagonal P;"Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Cores: Sólidas, Automotivas e Espelhadas";107.90;16.60;48
544.C60;;Embalagem Combo 60 un - Arandela Box Diagonal P;"Largura: 17cm | Altura: 20cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
Cores: Sólidas, Automotivas e Espelhadas";99.90;16.60;48
545;;Arandela Box Diagonal G;"Largura: 17cm | Altura: 40cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";303.05;16.60;49
545.C20;;Embalagem Combo 20 un - Arandela Box Diagonal G;"Largura: 17cm | Altura: 40cm | Profundidade: 7cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";178.90;16.60;49
530;;Arandela Box;"Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";102.51;16.60;49
530.C20;;Embalagem Combo 20 un - Arandela Box;"Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";64.90;16.60;49
530.C40;;Embalagem Combo 40 un - Arandela Box;"Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";61.90;16.60;49
530.C60;;Embalagem Combo 60 un - Arandela Box;"Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";57.90;16.60;49
531;;Arandela Box Com Rasgo Lateral;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";102.51;16.60;49
531.C20;;Embalagem Combo 20 un - Arandela Box Com Rasgo Lateral;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";64.90;16.60;49
531.C40;;Embalagem Combo 40 un - Arandela Box Com Rasgo Lateral;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";61.90;16.60;49
531.C60;;Embalagem Combo 60 un - Arandela Box Com Rasgo Lateral;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";57.90;16.60;49
532;;Arandela Box Com Rasgo Canto;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";102.51;16.60;49
532.C20;;Embalagem Combo 20 un - Arandela Box Com Rasgo Canto;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";64.90;16.60;49
532.C40;;Embalagem Combo 40 un - Arandela Box Com Rasgo Canto;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";61.90;16.60;49
532.C60;;Embalagem Combo 60 un - Arandela Box Com Rasgo Canto;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";57.90;16.60;49
533;;Arandela Box Com Quadradinhos;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";102.51;16.60;49
533.C20;;Embalagem Combo 20 un - Arandela Box Com Quadradinhos;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";64.90;16.60;49
533.C40;;Embalagem Combo 40 un - Arandela Box Com Quadradinhos;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";61.90;16.60;49
533.C60;;Embalagem Combo 60 un - Arandela Box Com Quadradinhos;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 10cm | Altura: 20cm | Profundidade: 8cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";57.90;16.60;49
7030;;Arandela Luna P;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 13cm | Altura: 7cm | Profundidade: 6,5cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";69.52;16.60;49
7030.C60;;Embalagem Combo 60 un - Arandela Luna P;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 13cm | Altura: 7cm | Profundidade: 6,5cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";57.90;16.60;49
7031;;Arandela Luna G;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 23cm | Altura: 11cm | Profundidade: 10cm
Base: G-9 02 -Lâmpadas Halopin
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";126.67;16.60;49
7032;;Arandela Luna Risc P;"Largura: 13cm | Altura: 7cm | Profundidade: 6,5cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio, Acrílico e Vidro
Cores: Sólidas e Automotivas
Cores: Sólidas, Automotivas e Espelhadas";72.55;16.60;49
7032.C60;;Embalagem Combo 60 un - Arandela Luna Risc P;"Largura: 13cm | Altura: 7cm | Profundidade: 6,5cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio, Acrílico e Vidro
Cores: Sólidas e Automotivas
Cores: Sólidas, Automotivas e Espelhadas";57.90;16.60;49
7033;;Arandela Luna Risc G;"Largura: 23cm | Altura: 11cm | Profundidade: 10cm
Base: G-9 02 -Lâmpadas Halopin
Material: Alumínio, Acrílico e Vidro
Cores: Sólidas e Automotivas";133.55;16.60;50
7036;;Arandela Cub P;"Largura: 13cm | Altura: 7cm | Profundidade: 6,5cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";71.97;16.60;50
7036.C60;;Embalagem Combo 60 un - Arandela Cub P;"Largura: 13cm | Altura: 7cm | Profundidade: 6,5cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";57.90;16.60;50
7037;;Arandela Cub G;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 23cm | Altura: 11cm | Profundidade: 10cm
Base: G-9 02 -Lâmpadas Halopin
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";132.85;16.60;50
7038;;Arandela Cub Risc P;"Largura: 13cm | Altura: 7cm | Profundidade: 6,5cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio, Acrílico e Vidro
Cores: Sólidas e Automotivas";71.97;16.60;50
7638C.C60;;Embalagem Combo 60 un - Arandela Cub Risc P;"Largura: 13cm | Altura: 7cm | Profundidade: 6,5cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio, Acrílico e Vidro
Cores: Sólidas e Automotivas";57.90;16.60;50
7039;;Arandela Cub Risc G;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 23cm | Altura: 11cm | Profundidade: 10cm
Base: G-9 02 -Lâmpadas Halopin
Material: Alumínio, Acrílico e Vidro
Cores: Sólidas e Automotivas";139.85;16.60;50
7020;;Arandela Nano Quadrada;"Largura: 7,5cm | Altura: 7,5cm | Profundidade: 2cm
de Led: 2,8W | 3.000K ou 4.000K | 280 lm | 127V ou 220V
Material: Alumínio, Acrílico e Policarbonato
Cores: Sólidas e Automotivas";61.24;16.60;50
7021;;Arandela Nano Retangular;"Largura: 8,5cm | Altura: 10,5cm | Profundidade: 2cm
de Led: 2,8W | 3.000K ou 4.000K | 280 lm | 127V ou 220V
Material: Alumínio, Acrílico e Policarbonato
Cores: Sólidas e Automotivas";64.39;16.60;50
7022;;Arandela Nano Sextavada;"Largura: 8,5cm | Altura: 7,5cm | Profundidade: 2cm
de Led: 2,8W | 3.000K ou 4.000K | 280 lm | 127V ou 220V
Material: Alumínio, Acrílico e Policarbonato
Cores: Sólidas e Automotivas";62.64;16.60;50
5895;;Arandela Fulmini Quadrada;"Largura: 18cm | Altura: 18cm | Profundidade: 4cm
Fita de Led: 5,6W | 3.000K ou 4.000K | 560 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";129.27;16.60;50
5896;;Arandela Fulmini Retangular;"Largura: 18cm | Altura: 18cm | Profundidade: 4cm
Fita de Led: 5,6W | 3.000K ou 4.000K | 560 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";146.78;16.60;50
5897;;Arandela Fulmini Redonda;"Largura: 23cm | Altura: 23cm | Profundidade: 4cm
de Led: 5,6W | 3.000K ou 4.000K | 560 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";173.53;16.60;51
5970;;Arandela Thomas P;"Largura: 7cm | Altura: 18cm | Profundidade: 13cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio
Cores: Sólidas e Automotivas";75.83;16.60;51
5970.C20;;Embalagem Combo 20 un - Arandela Thomas P;"Largura: 7cm | Altura: 18cm | Profundidade: 13cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio
Cores: Sólidas e Automotivas";41.90;16.60;51
5971;;Arandela Thomas G;"Largura: 7cm | Altura: 18cm | Profundidade: 22cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio
Cores: Sólidas e Automotivas";94.05;16.60;51
5971.C20;;Embalagem Combo 20 un - Arandela Thomas G;"Largura: 7cm | Altura: 18cm | Profundidade: 22cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio
Cores: Sólidas e Automotivas";49.90;16.60;51
5974;;Arandela Thomas Haste;"Largura: 7cm | Altura: 37cm | Profundidade: 13cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio
Cores: Sólidas e Automotivas";98.41;16.60;51
5974.C20;;Embalagem Combo 20 un - Arandela Thomas Haste;"Largura: 7cm | Altura: 37cm | Profundidade: 13cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio
Cores: Sólidas e Automotivas";49.90;16.60;51
5977;;Arandela Thomas Quadro;"Largura: 10cm | Altura: 29cm | Profundidade: 12cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio
Cores: Sólidas e Automotivas";116.82;16.60;51
5977.C20;;Embalagem Combo 20 un - Arandela Thomas Quadro;"Largura: 10cm | Altura: 29cm | Profundidade: 12cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio
Cores: Sólidas e Automotivas";91.90;16.60;51
5978;;Arandela Thomas Quadro Glass;"Largura: 10cm | Altura: 29cm | Profundidade: 12cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";116.82;16.60;51
5978.C20;;Embalagem Combo 20 un - Arandela Thomas Quadro Glass;"Largura: 10cm | Altura: 29cm | Profundidade: 12cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";91.90;16.60;51
510;;Arandela Retangular 16cm;"Largura: 13cm | Altura: 16cm | Profundidade: 9cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";102.51;16.60;51
510.C20;;Embalagem Combo 20 un - Arandela Retangular 16cm;"Largura: 13cm | Altura: 16cm | Profundidade: 9cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";64.90;16.60;51
510.C40;;Embalagem Combo 40 un - Arandela Retangular 16cm;"Largura: 13cm | Altura: 16cm | Profundidade: 9cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";61.90;16.60;51
510.C60;;Embalagem Combo 60 un - Arandela Retangular 16cm;"Largura: 13cm | Altura: 16cm | Profundidade: 9cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";57.90;16.60;51
511;;Arandela Triangular 17cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 19cm | Altura: 17cm | Profundidade: 9,5cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";102.51;16.60;51
511.C20;;Embalagem Combo 20 un - Arandela Triangular 17cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 19cm | Altura: 17cm | Profundidade: 9,5cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";64.90;16.60;51
511.C40;;Embalagem Combo 40 un - Arandela Triangular 17cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 19cm | Altura: 17cm | Profundidade: 9,5cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";61.90;16.60;51
511.C60;;Embalagem Combo 60 un - Arandela Triangular 17cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 19cm | Altura: 17cm | Profundidade: 9,5cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";57.90;16.60;51
512;;Arandela Retangular Dupla 36cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 13cm | Altura: 36cm | Profundidade: 9cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";205.16;16.60;51
512.C20;;Embalagem Combo 20 un - Arandela Retangular Dupla 36cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 13cm | Altura: 36cm | Profundidade: 9cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";143.90;16.60;51
513;;Arandela Retangular 23cm;"Largura: 13cm | Altura: 23cm | Profundidade: 9cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";115.35;16.60;52
513.C20;;Embalagem Combo 20 un - Arandela Retangular 23cm;"Largura: 13cm | Altura: 23cm | Profundidade: 9cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";75.90;16.60;52
513.C40;;Embalagem Combo 40 un - Arandela Retangular 23cm;"Largura: 13cm | Altura: 23cm | Profundidade: 9cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";72.90;16.60;52
513.C60;;Embalagem Combo 60 un - Arandela Retangular 23cm;"Largura: 13cm | Altura: 23cm | Profundidade: 9cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";67.90;16.60;52
514;;Arandela Triangular 23cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 19cm | Altura: 23cm | Profundidade: 9,5cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";121.76;16.60;52
514.C20;;Embalagem Combo 20 un - Arandela Triangular 23cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 19cm | Altura: 23cm | Profundidade: 9,5cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";75.90;16.60;52
514.C40;;Embalagem Combo 40 un - Arandela Triangular 23cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 19cm | Altura: 23cm | Profundidade: 9,5cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";72.90;16.60;52
514.C60;;Embalagem Combo 60 un - Arandela Triangular 23cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 19cm | Altura: 23cm | Profundidade: 9,5cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";67.90;16.60;52
515;;Arandela Triangular 30cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 18cm | Altura: 30cm | Profundidade: 9,5cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";141.01;16.60;52
515.C20;;Embalagem Combo 20 un - Arandela Triangular 30cm;"Cores: Sólidas, Automotivas e Espelhadas
Largura: 18cm | Altura: 30cm | Profundidade: 9,5cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";102.90;16.60;52
517;;Arandela Triangular Design 17cm;"Largura: 19cm | Altura: 17cm | Profundidade: 9,5cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro BC/PG
Cores: Sólidas e Automotivas";124.45;16.60;52
518;;Arandela Retangular Design 23 cm;"Largura: 13cm | Altura: 23cm | Profundidade: 9cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro BC/PG
Cores: Sólidas e Automotivas";186.68;16.60;52
5728;;Arandela Spin 360;"Largura: 8cm | Altura: 8cm | Profundidade: 8cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
EMBALAGEM COMBO 20 un
EMBALAGEM COMBO 40 un
EMBALAGEM COMBO 60 un";115.35;16.60;52
5728.C20;;Embalagem Combo 20 un - Arandela Spin 360;"Largura: 8cm | Altura: 8cm | Profundidade: 8cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas
EMBALAGEM COMBO 20 un
EMBALAGEM COMBO 40 un
EMBALAGEM COMBO 60 un";57.90;16.60;52
