referencia;variante;descricao;detalhes;preco_unitario;porcentagem_imposto;pagina
5523G;;Pendente Retrô Sextavado Grande;"Largura: 36cm | Altura: 50cm | Profundidade: 36cm
Base: E-27 02 -Lâmpadas Filamento
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";1984.54;16.60;22
5620;;Plafon Retrô Quadrado 40cm;"Largura: 40cm | Altura: 13cm | Profundidade: 40cm
Base: E-27 03 -Lâmpadas Bulbo
Material: Alumínio, Acrílico e Vidro
Cores: Sólidas e Automotivas";1326.79;16.60;22
5621;;Plafon Retrô Quadrado 50cm;"Largura: 50cm | Altura: 13cm | Profundidade: 50cm
Base: E-27 04 -Lâmpadas Bulbo
Material: Alumínio, Acrílico e Vidro
Cores: Sólidas e Automotivas";1514.50;16.60;22
5623;;Plafon Retrô Sextavado 40cm;"Largura: 40cm | Altura: 13cm | Profundidade: 40cm
Base: E-27 03 -Lâmpadas Bulbo
Material: Alumínio, Acrílico e Vidro
Cores: Sólidas e Automotivas";1393.00;16.60;22
5624;;Plafon Retrô Sextavado 50cm;"Largura: 50cm | Altura: 13cm | Profundidade: 50cm
Base: E-27 04 -Lâmpadas Bulbo
Material: Alumínio, Acrílico e Vidro
Cores: Sólidas e Automotivas";1590.26;16.60;22
5631P;;Poste Retrô Quadrado Pequeno 70cm;"Largura: 19cm | Altura: 70cm | Profundidade: 19cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";1002.05;16.60;22
5631G;;Poste Retrô Quadrado Grande 70cm;"Largura: 32cm | Altura: 70cm | Profundidade: 32cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";1859.25;16.60;22
5632P;;Poste Retrô Quadrado Pequeno 1m;"Largura: 19cm | Altura: 1mt| Profundidade: 19cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";1064.22;16.60;22
5632G;;Poste Retrô Quadrado Grande 1m;"Largura: 32cm | Altura: 1mt | Profundidade: 32cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";1983.71;16.60;22
5634P;;Poste Retrô Sextavado Pequeno 70cm;"Largura: 24cm | Altura: 70cm | Profundidade: 24cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";1020.53;16.60;22
5634G;;Poste Retrô Sextavado Grande 70cm;"Largura: 39cm | Altura: 70cmt| Profundidade: 39cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";1945.22;16.60;23
5635P;;Poste Retrô Sextavado Pequeno 1m;"Largura: 24cm | Altura: 1mt | Profundidade: 24cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";1082.63;16.60;23
5635G;;Poste Retrô Sextavado Grande 1m;"Largura: 39cm | Altura: 1mt | Profundidade: 39cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";2068.90;16.60;23
5628P;;Lanterna Retrô Quadrada Pequena;"Largura: 19cm | Altura: 45cm | Profundidade: 19cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";815.37;16.60;23
5628G;;Lanterna Retrô Quadrada Grande;"Largura: 32cm | Altura: 52cm | Profundidade: 32cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";1486.15;16.60;23
5629P;;Lanterna Retrô Sextavada Pequena;"Largura: 24cm | Altura: 45cm | Profundidade: 24cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";833.78;16.60;23
5629G;;Lanterna Retrô Sextavada Grande;"Largura: 39cm | Altura: 52cm | Profundidade: 39cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio, Policarbonato e Vidro
Cores: Sólidas e Automotivas";1571.98;16.60;23
6400;;Arandela Arbo;"Largura: 9cm | Altura: 37cm | Profundidade: 14cm
Base: E-14 01 -Lâmpada Vela
Material: Alumínio e Vidro
Cores: Sólidas, Automotivas, Espelhadas e Especiais";411.02;16.60;23
6401;;Arandela Arbo Haste;"Largura: 9cm | Altura: 56cm | Profundidade: 17cm
Base: E-14 01 -Lâmpada Vela
Material: Alumínio e Vidro
Cores: Sólidas, Automotivas, Espelhadas e Especiais";431.42;16.60;23
6404;;Pendente Arbo;"Largura: 9cm | Altura: 56cm | Profundidade: 9cm
Base: E-14 01 -Lâmpada Vela
Material: Alumínio e Vidro (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas e Especiais";356.30;16.60;23
6405;;Pendente Arbo Ball P;"Largura: 15cm | Altura: 40cm | Profundidade: 15cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio e Vidro (Esfera 15cm) (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas e Especiais";328.20;16.60;24
6406;;Pendente Arbo Ball G;"Largura: 20cm | Altura: 42cm | Profundidade: 20cm
Base: E-27 01 -Lâmpada Bolinha
Material: Alumínio e Vidro (Esfera 20cm) (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas e Especiais";349.24;16.60;24
6408;;Pendente Arbo Ball Haste;"Largura: 1,4m | Altura: 47cm | Profundidade: 20cm
Base: E-27 02 -Lâmpadas Bolinha
Material: Alumínio e Vidro (Esfera 20cm) (Cabo energizado)
Cores: Sólidas, Automotivas, Espelhadas e Especiais";698.49;16.60;24
6410;;Lustre Arbo;"Largura: 74cm | Altura: 87cm | Profundidade: 74cm
Base: E-14 04 -Lâmpadas Vela
Material: Alumínio e Vidro (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas e Especiais";1379.91;16.60;24
6270G;;Pendente Pass Plane G;"Largura: 58cm | Altura: 8cm | Profundidade: 7cm
Base: E-27 01 -LâmpadaBulbo
Material: Alumínio e Acrílico (Cabo PP)
Cores: Sólidas, Automotivas e Especiais
Espelhadas apenas na canopla e copo do soquete";146.20;16.60;24
6270P;;Pendente Pass Plane P;"Largura: 32cm | Altura: 8cm | Profundidade: 6cm
Base: E-27 01 -LâmpadaBulbo
Material: Alumínio e Acrílico (Cabo PP)
Cores: Sólidas, Automotivas e Especiais
Espelhadas apenas na canopla e copo do soquete";131.77;16.60;24
6271G;;Pendente Pass Rise G;"Largura: 55cm | Altura: 11cm | Profundidade: 7cm
Base: E-27 01 -LâmpadaBulbo
Material: Alumínio e Acrílico (Cabo PP)
Cores: Sólidas, Automotivas e Especiais
Espelhadas apenas na canopla e copo do soquete";146.20;16.60;24
6271P;;Pendente Pass Rise P;"Largura: 31cm | Altura: 8cm | Profundidade: 6cm
Base: E-27 01 -LâmpadaBulbo
Material: Alumínio e Acrílico (Cabo PP)
Cores: Sólidas, Automotivas e Especiais
Espelhadas apenas na canopla e copo do soquete";131.77;16.60;24
6272G;;Pendente Pass Velox G;"Largura: 50cm | Altura: 16cm | Profundidade: 7cm
Base: E-27 01 -LâmpadaBulbo
Material: Alumínio e Acrílico (Cabo PP)
Cores: Sólidas, Automotivas e Especiais
Espelhadas apenas na canopla e copo do soquete";146.20;16.60;24
6272P;;Pendente Pass Velox P;"Largura: 29cm | Altura: 9cm | Profundidade: 6cm
Base: E-27 01 -LâmpadaBulbo
Material: Alumínio e Acrílico (Cabo PP)
Cores: Sólidas, Automotivas e Especiais
Espelhadas apenas na canopla e copo do soquete";131.77;16.60;24
6016;;Abajur Thomas Cup;"Largura: 17cm | Altura: 46cm | Profundidade: 17cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Cúpula
Cores: Sólidas, Automotivas, Espelhadas e Especiais
Cores Cúpulas: Preta, Bege e Branca";273.29;16.60;25
6017;;Abajur Thomas Cup Duplo;"Largura: 35cm | Altura: 50cm | Profundidade: 35cm
Base: E-27 02 -Lâmpadas Bulbo
Material: Alumínio e Cúpula
Cores: Sólidas, Automotivas e Especiais
Cores Cúpulas: Preta, Bege e Branca";477.10;16.60;25
6018;;Coluna Thomas Cup Simples;"Largura: 22cm | Altura: 1,80mt| Profundidade: 22cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Cúpula
Cores: Sólidas, Automotivas, Espelhadas e Especiais
Cores Cúpulas: Preta, Bege e Branca";675.14;16.60;25
6019;;Coluna Thomas Cup Quatro;"Largura: 53cm | Altura: 1,85mt| Profundidade: 53cm
Base: E-27 04 -Lâmpadas Bulbo
Material: Alumínio e Cúpula
Cores: Sólidas, Automotivas e Especiais
Cores Cúpulas: Preta, Bege e Branca";1497.69;16.60;25
5985CP;;Arandela Thomas Cup Cúpula Pequena;"Largura: 17cm | Altura: 34cm| Profundidade: 17cm
Base: E-27 01 -Lâmpada Bolinha
Material: Alumínio e Cúpula
Cores: Sólidas, Automotivas, Espelhadas e Especiais
Cores Cúpulas: Preta, Bege e Branca";136.19;16.60;25
5985CG;;Arandela Thomas Cup Cúpula Grande;"Largura: 17cm | Altura: 34cm| Profundidade: 17cm
Base: E-27 01 -Lâmpada Bolinha
Material: Alumínio e Cúpula
Cores: Sólidas, Automotivas, Espelhadas e Especiais
Cores Cúpulas: Preta, Bege e Branca";189.76;16.60;25
5987CP;;Arandela Thomas Cup Haste Cúpula Pequena;"Largura: 17cm | Altura: 50cm| Profundidade: 17cm
Base: E-27 01 -Lâmpada Bolinha
Material: Alumínio e Cúpula
Cores: Sólidas, Automotivas e Especiais
Cores Cúpulas: Preta, Bege e Branca";144.09;16.60;25
5987CG;;Arandela Thomas Cup Haste Cúpula Grande;"Largura: 17cm | Altura: 50cm| Profundidade: 17cm
Base: E-27 01 -Lâmpada Bolinha
Material: Alumínio e Cúpula
Cores: Sólidas, Automotivas e Especiais
Cores Cúpulas: Preta, Bege e Branca";197.33;16.60;25
6009;;Lustre Thomas Haste Cup 4;"Largura: 50cm | Altura: 48cm| Profundidade: 50cm
Base: E-27 04 -Lâmpadas Bolinha
Material: Alumínio e Cúpula (Corrente + Cabo PP)
Cores: Sólidas, Automotivas e Especiais
Cores Cúpulas: Preta, Bege e Branca";945.34;16.60;25
6010;;Lustre Thomas Haste Cup 6;"Largura: 85cm | Altura: 50cm| Profundidade: 85cm
Base: E-27 06 -Lâmpadas Bolinha
Material: Alumínio e Cúpula (Corrente + Cabo PP)
Cores: Sólidas, Automotivas e Especiais
Cores Cúpulas: Preta, Bege e Branca";1338.47;16.60;25
6011;;Lustre Thomas Haste Cup 10;"Largura: 85cm | Altura: 70cm| Profundidade: 85cm
Base: E-27 10-Lâmpadas Bolinha
Material: Alumínio e Cúpula (Corrente + Cabo PP)
Cores: Sólidas, Automotivas e Especiais
Cores Cúpulas: Preta, Bege e Branca";2214.98;16.60;25
6027;;Pendente Kellua Light 80cm;"Largura: 80cm | Altura: 2,5cm| Profundidade: 3,5cm
de Led: 13,4W | 3.000K ou 4.000K | 1.340 lm | 127V ou 220V
Material: Alumínio e Acrílico (Cabo energizado)
Cores: Sólidas, Automotivas e Especiais";652.49;16.60;26
6028;;Pendente Kellua Light 1,00 mt;"Largura: 1mt | Altura: 2,5cm| Profundidade: 3,5cm
Fita de Led: 17W | 3.000K ou 4.000K | 1.700 lm | 127V ou 220V
Material: Alumínio e Acrílico (Cabo energizado)
Cores: Sólidas, Automotivas e Especiais";815.50;16.60;26
6029;;Pendente Kellua Light 1,20 mt;"Largura: 1,2mt | Altura: 2,5cm| Profundidade: 3,5cm
Fita de Led: 20,7W | 3.000K ou 4.000K | 2.070 lm | 127V ou 220V
Material: Alumínio e Acrílico (Cabo energizado)
Cores: Sólidas, Automotivas e Especiais";978.70;16.60;26
6035;;Arandela Kellua Minimal 50cm;"Largura: 3,5cm| Altura: 55cm| Profundidade: 8cm
Fita de Led: 8,2W | 3.000K ou 4.000K | 820 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas, Automotivas e Especiais";442.71;16.60;26
6036;;Arandela Kellua Minimal 80cm;"Largura: 3,5cm| Altura: 85cm| Profundidade: 8cm
de Led: 13,60W | 3.000K ou 4.000K | 1.360 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";460.55;16.60;26
6037;;Arandela Kellua Minimal 1 mt;"Largura: 3,5cm| Altura: 1,05m| Profundidade: 8cm
Fita de Led: 17,2W | 3.000K ou 4.000K | 1.720 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";595.78;16.60;26
6038;;Arandela Kellua Minimal 1,50 mt;"Largura: 3,5cm| Altura: 1,55mt| Profundidade: 8cm
Fita de Led: 26,2W | 3.000K ou 4.000K | 2.620 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas e Automotivas";893.64;16.60;26
6023;;Arandela Kellua Camarim;"Largura: 56cm| Altura: 10cm| Profundidade: 9cm
Fita de Led: 9W | 3.000K ou 4.000K | 900 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas, Automotivas e Especiais";473.12;16.60;26
6020D;;Arandela Kellua Light Direta P;"Largura: 8cm| Altura: 56cm| Profundidade: 5,5cm
Fita de Led: 9W | 3.000K ou 4.000K | 900 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas, Automotivas e Especiais";466.13;16.60;26
6020i;;Arandela Kellua Light Indireta P;"Largura: 8cm| Altura: 56cm| Profundidade: 5,5cm
Fita de Led: 9W | 3.000K ou 4.000K | 900 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas, Automotivas e Especiais";466.13;16.60;26
6021D;;Arandela Kellua Light Direta M;"Largura: 8cm| Altura: 82cm| Profundidade: 5,5cm
de Led: 13,7W | 3.000K ou 4.000K | 1.370 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas, Automotivas e Especiais";523.54;16.60;27
6021i;;Arandela Kellua Light Indireta M;"Largura: 8cm| Altura: 82cm| Profundidade: 5,5cm
de Led: 13,7W | 3.000K ou 4.000K | 1.370 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas, Automotivas e Especiais";523.54;16.60;27
6022D;;Arandela Kellua Light Direta G;"Largura: 8cm| Altura: 1,06m| Profundidade: 5,5cm
de Led: 18W | 3.000K ou 4.000K | 1.800 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas, Automotivas e Especiais";626.51;16.60;27
6022i;;Arandela Kellua Light Indireta G;"Largura: 8cm| Altura: 1,06m| Profundidade: 5,5cm
de Led: 18W | 3.000K ou 4.000K | 1.800 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas, Automotivas e Especiais";626.51;16.60;27
5861;;Abajur Kellua Light;"Largura: 12cm| Altura: 65m| Profundidade: 16cm
de Led: 6,3W | 3.000K ou 4.000K | 630 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas, Automotivas e Especiais";637.29;16.60;27
5859;;Coluna Kellua Light;"Largura: 18cm| Altura: 1,75m| Profundidade: 15cm
de Led: 25,2W | 3.000K ou 4.000K | 2.520 lm | 127V ou 220V
Material: Alumínio e Acrílico
Cores: Sólidas, Automotivas e Especiais";1122.40;16.60;27
6049;;Abajur Kellua Single;"Largura: 20cm | Altura: 25cm | Profundidade: 20cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro (Esfera 20cm)
Cores: Sólidas, Automotivas e Especiais";383.82;16.60;27
6050;;Abajur Kellua Couple;"Largura: 20cm | Altura: 25cm | Profundidade: 40cm
Base: E-27 02 -Lâmpadas Bulbo/ Bolinha
Material: Alumínio e Vidro (Esfera 20cm / 15cm)
Cores: Sólidas, Automotivas e Especiais";528.68;16.60;27
6026;;Arandela Kellua Chanfro;"Largura: 15cm | Altura: 38cm | Profundidade: 21cm
Base: E-27 01 -Lâmpada Bolinha
Material: Alumínio e Vidro (Esfera 15cm)
Cores: Sólidas, Automotivas e Especiais";325.31;16.60;27
6026.C05;;Embalagem Combo 05 un - Arandela Kellua Chanfro;"Largura: 15cm | Altura: 38cm | Profundidade: 21cm
Base: E-27 01 -Lâmpada Bolinha
Material: Alumínio e Vidro (Esfera 15cm)
Cores: Sólidas, Automotivas e Especiais";221.90;16.60;27
6025;;Arandela Kellua Quadrada;"Largura: 15cm | Altura: 25cm | Profundidade: 27cm
Base: E-27 01 -Lâmpada Bolinha
Material: Alumínio e Vidro (Esfera 15cm)
Cores: Sólidas, Automotivas e Especiais";345.65;16.60;27
5862;;Arandela Kellua;"Largura: 67cm | Altura: 1mt | Profundidade: 23cm
Base: E-27 2-Lâmpadas Bulbo
Fita de Led: 7W | 3.000K ou 4.000K | 700 lm | 127V ou 220V
Material: Alumínio e Vidro (Esfera 20cm)
Cores: Sólidas, Automotivas, Espelhadas (detalhes) e Especiais";1409.42;16.60;27
5863;;Arandela Kellua Sfera;"Largura: 20cm | Altura: 24cm | Profundidade: 28cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro (Esfera 20cm)
Cores: Sólidas, Automotivas e Especiais";384.27;16.60;28
6061;;Pendente Kellua Chanfro M;"Largura: 15cm | Altura: 47cm | Profundidade: 15cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro (Esfera 15cm) (Cabo PP)
Cores: Sólidas, Automotivas e Especiais";325.50;16.60;28
6061.C05;;Embalagem Combo 05 un - Pendente Kellua Chanfro M;"Largura: 15cm | Altura: 47cm | Profundidade: 15cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro (Esfera 15cm) (Cabo PP)
Cores: Sólidas, Automotivas e Especiais";269.90;16.60;28
6062;;Pendente Kellua Chanfro G;"Largura: 20cm | Altura: 52cm | Profundidade: 20cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro (Esfera 20cm) (Cabo PP)
Cores: Sólidas, Automotivas e Especiais";353.67;16.60;28
6062.C05;;Embalagem Combo 05 un - Pendente Kellua Chanfro G;"Largura: 20cm | Altura: 52cm | Profundidade: 20cm
Base: E-27 01 -Lâmpada Bulbo
Material: Alumínio e Vidro (Esfera 20cm) (Cabo PP)
Cores: Sólidas, Automotivas e Especiais";291.90;16.60;28
6063;;Pendente Kellua Chanfro P;"Largura: 10cm | Altura: 35cm | Profundidade: 10cm
Base: E-27 01 -Lâmpada Bolinha
Material: Alumínio e Vidro (Esfera 10cm) (Cabo PP)
Cores: Sólidas, Automotivas e Especiais";297.32;16.60;28
6063.C05;;Embalagem Combo 05 un - Pendente Kellua Chanfro P;"Largura: 10cm | Altura: 35cm | Profundidade: 10cm
Base: E-27 01 -Lâmpada Bolinha
Material: Alumínio e Vidro (Esfera 10cm) (Cabo PP)
Cores: Sólidas, Automotivas e Especiais";221.90;16.60;28
40000;;Abajur Perla P;"Largura: 16cm | Altura: 15cm | Profundidade: 17cm
Base: G-9 01 -LâmpadaHalopin
Material: Alumínio, Acrílico e Vidro (Esfera 10cm)
Cores: Sólidas, Automotivas e Especiais";364.00;16.60;28
40001;;Abajur Perla G;"Largura: 20cm | Altura: 18cm | Profundidade: 21cm
Base: E-27 01 -LâmpadaBolinha
Material: Alumínio, Acrílico e Vidro (Esfera 15cm)
Cores: Sólidas, Automotivas e Especiais";418.91;16.60;28
40005;;Arandela Perla P;"Largura: 17cm | Altura: 23cm | Profundidade: 12cm
Base: G-9 01 -LâmpadaHalopin
Material: Alumínio, Acrílico e Vidro (Esfera 10cm)
Cores: Sólidas, Automotivas e Especiais";335.96;16.60;28
40006;;Arandela Perla G;"Largura: 20cm | Altura: 30cm | Profundidade: 16cm
Base: E-27 01 -LâmpadaBolinha
Material: Alumínio, Acrílico e Vidro (Esfera 15cm)
Cores: Sólidas, Automotivas e Especiais";391.13;16.60;28
40008;;Pendente Perla P;"Largura: 25cm | Altura: 13cm | Profundidade: 17cm
Base: G-9 01 -LâmpadaHalopin
Material: Alumínio, Acrílico e Vidro (Esfera 10cm) (Cabo PP)
Cores: Sólidas, Automotivas e Especiais";346.04;16.60;28
40009;;Pendente Perla G;"Largura: 30cm | Altura: 20cm | Profundidade: 21cm
Base: E-27 01 -LâmpadaBolinha
Material: Alumínio, Acrílico e Vidro (Esfera 15cm) (Cabo PP)
Cores: Sólidas, Automotivas e Especiais";401.91;16.60;28
40010;;Pendente Perla GG;"Largura: 57cm | Altura: 25cm | Profundidade: 57cm
Base: E-27 01 -LâmpadaBulbo
Alumínio, Fibra de Vidro e Vidro (Esfera 20cm) (Cabo PP)
Cores: Sólidas, Automotivas e Especiais";745.45;16.60;29
40020;;Pendente Perla Haste Horizontal Triplo;"Largura: 1,40m | Altura: 37cm | Profundidade: 33cm
Base: E-27 03 -LâmpadasBolinha
Alumínio, Acrílico e Vidro (Esfera 15cm) (Cabo energizado)
Cores: Sólidas, Automotivas e Especiais";1116.31;16.60;29
40023;;Pendente Perla Haste Vertical;"Largura: 33cm | Altura: 60cm | Profundidade: 22cm
Base: E-27 02 -LâmpadasBolinha
Base: GU-10 01 -Lâmpada Mini Dicróica
Material: Alumínio, Acrílico e Vidro (Esfera 15cm) (Cabo PP)
Cores: Sólidas, Automotivas e Especiais";726.78;16.60;29
40025;;Pendente Perla Haste Horizontal Quatro;"Largura: 1,4m | Altura: 37cm | Profundidade: 22cm
Base: E-27 04 -LâmpadasBolinha
Alumínio, Acrílico e Vidro (Esfera 15cm) (Cabo eletrificado)
Cores: Sólidas, Automotivas e Especiais";1173.47;16.60;29
5837;;Arandela Vintage AR P;"Largura: 19cm | Altura: 60cm | Profundidade: 27cm
Base: GU-10 01 -LâmpadaDicróica
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";811.14;16.60;29
5838;;Arandela Vintage P;"Largura: 19cm | Altura: 60cm | Profundidade: 27cm
Base: E-27 01 -LâmpadaBulbo
Material: Alumínio, Vidro e Policarbonato UV
Cores: Sólidas e Automotivas";891.97;16.60;29
5839;;Arandela Vintage Duo P;"Largura: 19cm | Altura: 60cm | Profundidade: 27cm
Base: E-27 01 -LâmpadaBulbo
Material: Alumínio, Vidro e Policarbonato UV
Cores: Sólidas e Automotivas";1005.39;16.60;29
5840;;Arandela Vintage Duo G;"Largura: 24cm | Altura: 90cm | Profundidade: 37cm
Base: G-8 01 -LâmpadaTubular Led T-8
Material: Alumínio, Vidro e Policarbonato UV
Cores: Sólidas e Automotivas";3496.54;16.60;29
5845;;Lanterna Vintage P;"Largura: 18cm | Altura: 62cm | Profundidade: 18cm
Base: GU-10 01 -LâmpadaDicróica
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";740.83;16.60;29
5846;;Lanterna Vintage M;"Largura: 18cm | Altura: 72cm | Profundidade: 18cm
Base: GU-10 01 -LâmpadaDicróica
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";856.04;16.60;29
5847;;Lanterna Vintage G;"Largura: 18cm | Altura: 82cm | Profundidade: 18cm
Base: GU-10 01 -LâmpadaDicróica
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";931.10;16.60;30
5848;;Lanterna Vintage Poli P;"Largura: 18cm | Altura: 62cm | Profundidade: 18cm
Base: E-27 01 -LâmpadaBulbo
Material: Alumínio, Vidro e Policarbonato UV
Cores: Sólidas e Automotivas";814.86;16.60;30
5849;;Lanterna Vintage Poli M;"Largura: 18cm | Altura: 72cm | Profundidade: 18cm
Base: E-27 01 -LâmpadaBulbo
Material: Alumínio, Vidro e Policarbonato UV
Cores: Sólidas e Automotivas";941.62;16.60;30
5850;;Lanterna Vintage Poli G;"Largura: 18cm | Altura: 82cm | Profundidade: 18cm
Base: E-27 01 -LâmpadaBulbo
Material: Alumínio, Vidro e Policarbonato UV
Cores: Sólidas e Automotivas";1024.12;16.60;30
5852;;Pendente Vintage P;"Largura: 18cm | Altura: 62cm | Profundidade: 18cm
Base: GU-10 01 -LâmpadaAR70
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";740.83;16.60;30
5853;;Pendente Vintage M;"Largura: 18cm | Altura: 72cm | Profundidade: 18cm
Base: GU-10 01 -LâmpadaAR70
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";856.04;16.60;30
5854;;Pendente Vintage G;"Largura: 18cm | Altura: 82cm | Profundidade: 18cm
Base: GU-10 01 -LâmpadaAR70
Material: Alumínio e Vidro
Cores: Sólidas e Automotivas";931.10;16.60;30
6247B;;Pendente Fluid 35cm Ball;"Largura: 35cm | Altura: 25cm | Profundidade: 35cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio, Acrílico e Vidro (Esfera 10cm) (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas (detalhes) e Especiais";243.65;16.60;30
6247E;;Pendente Fluid 35cm E-27;"Largura: 35cm | Altura: 21cm | Profundidade: 35cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio e Acrílico (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas (detalhes) e Especiais";192.33;16.60;30
6248B;;Pendente Fluid Line 35cm Ball;"Largura: 35cm | Altura: 25cm | Profundidade: 35cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio, Acrílico e Vidro (Esfera 10cm) (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas (detalhes) e Especiais";243.65;16.60;30
6248E;;Pendente Fluid Line 35cm E-27;"Largura: 35cm | Altura: 21cm | Profundidade: 35cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio e Acrílico (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas (detalhes) e Especiais";192.33;16.60;31
6249B;;Pendente Fluid Daisy 35cm Ball;"Largura: 35cm | Altura: 25cm | Profundidade: 35cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio, Acrílico e Vidro (Esfera 10cm) (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas (detalhes) e Especiais";243.65;16.60;31
6249E;;Pendente Fluid Daisy 35cm E-27;"Largura: 35cm | Altura: 21cm | Profundidade: 35cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio e Acrílico (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas (detalhes) e Especiais";192.33;16.60;31
6250B;;Pendente Fluid 60cm Ball;"Largura: 60cm | Altura: 34cm | Profundidade: 60cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio, Acrílico e Vidro (Esfera 10cm (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas (detalhes) e Especiais";551.58;16.60;31
6250E;;Pendente Fluid 60cm E-27;"Largura: 60cm | Altura: 30cm | Profundidade: 60cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio e Acrílico (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas (detalhes) e Especiais";487.43;16.60;31
6251B;;Pendente Fluid Line 60cm Ball;"Largura: 60cm | Altura: 34cm | Profundidade: 60cm
Base: G-9 01 -Lâmpada Halopin
Material: Alumínio, Acrílico e Vidro (Esfera 10cm) (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas (detalhes) e Especiais";551.58;16.60;31
6251E;;Pendente Fluid Line 60cm E-27;"Largura: 60cm | Altura: 30cm | Profundidade: 60cm
Base: E-27 01 -Lâmpada Filamento
Material: Alumínio e Acrílico (Cabo PP)
Cores: Sólidas, Automotivas, Espelhadas (detalhes) e Especiais";487.43;16.60;31
