referencia;variante;descricao;preco_unitario;porcentagem_imposto;pagina
LM3337;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA LAMPADA PAR30, BASE E27 BRANCO - POT MAX. 20W;46.50;15.00;6
LM3338;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA LAMPADA PAR30, BASE E27 PRETO - POT MAX. 20W;46.50;15.00;6
LM3339;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 2 LAMPADAS DICR MR16, BASE GU10 BRANCO - POT MAX. 20W;46.45;15.00;6
LM3340;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 2 LAMPADAS DICR MR16, BASE GU10 PRETO - POT MAX. 20W;44.15;15.00;6
LM3347;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 2 LAMPADAS AR70, BASE GU10 BRANCO - POT MAX. 30W;62.35;15.00;6
LM3348;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 2 LAMPADAS AR70, BASE GU10 PRETO - POT MAX. 30W;60.70;15.00;6
LM3345;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 2 LAMPADAS PAR20, BASE E27 BRANCO - POT MAX. 30W;60.70;15.00;6
LM3346;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 2 LAMPADAS PAR20, BASE E27 PRETO - POT MAX. 30W;60.70;15.00;6
LM3357;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 2 LAMPADAS AR111, BASE GU10 BRANCO - POT MAX. 40W;80.70;15.00;6
LM3358;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 2 LAMPADAS AR111, BASE GU10 PRETO - POT MAX. 40W;77.20;15.00;6
LM3359;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 2 LAMPADAS PAR30, BASE E27 BRANCO - POT MAX. 40W;77.20;15.00;6
LM3360;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 2 LAMPADAS PAR30, BASE E27 PRETO - POT MAX. 40W;77.20;15.00;6
LM3341;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 3 LAMPADAS DICR MR16, BASE GU10 BRANCO - POT MAX. 30W;63.55;15.00;6
LM3342;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 3 LAMPADAS DICR MR16, BASE GU10 PRETO - POT MAX. 30W;65.35;15.00;6
LM3351;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 3 LAMPADAS AR70, BASE GU10 BRANCO - POT MAX. 45W;77.55;15.00;6
LM3352;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 3 LAMPADAS AR70, BASE GU10 PRETO - POT MAX. 45W;69.80;15.00;6
LM3349;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 3 LAMPADAS PAR20, BASE E27 BRANCO - POT MAX. 45W;80.95;15.00;6
LM3350;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 3 LAMPADAS PAR20, BASE E27 PRETO - POT MAX. 45W;80.95;15.00;6
LM3361;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 3 LAMPADAS AR111, BASE GU10 BRANCO - POT MAX. 60W;103.25;15.00;6
LM3362;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 3 LAMPADAS AR111, BASE GU10 PRETO - POT MAX. 60W;91.55;15.00;6
LM3363;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 3 LAMPADAS PAR30, BASE E27 BRANCO - POT MAX. 60W;90.45;15.00;6
LM3364;;SPOT HUB MICRO BORDA RECUADO RETANGULAR PARA 3 LAMPADAS PAR30, BASE E27 PRETO - POT MAX. 60W;91.75;15.00;6
LM3343;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA 4 LAMPADAS DICR MR16, BASE GU10 BRANCO - POT MAX. 40W;83.95;15.00;6
LM3344;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA 4 LAMPADAS DICR MR16, BASE GU10 PRETO - POT MAX. 40W;81.15;15.00;6
LM3355;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA 4 LAMPADAS AR70, BASE GU10 BRANCO - POT MAX. 60W;103.05;15.00;6
LM3356;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA 4 LAMPADAS AR70, BASE GU10 PRETO - POT MAX. 60W;103.05;15.00;6
LM3353;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA 4 LAMPADAS PAR20, BASE E27 BRANCO - POT MAX. 60W;103.05;15.00;6
LM3354;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA 4 LAMPADAS PAR20, BASE E27 PRETO - POT MAX. 60W;103.05;15.00;6
LM3365;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA 4 LAMPADAS AR111, BASE GU10 BRANCO - POT MAX. 80W;140.15;15.00;6
LM3366;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA 4 LAMPADAS AR111, BASE GU10 PRETO - POT MAX. 80W;140.15;15.00;6
LM3367;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA 4 LAMPADAS PAR30, BASE E27 BRANCO - POT MAX. 80W;140.15;15.00;7
LM3368;;SPOT HUB MICRO BORDA RECUADO QUADRADO PARA 4 LAMPADAS PAR30, BASE E27 PRETO - POT MAX. 80W;140.15;15.00;7
LM2710;;SPOT NO FRAME RECUADO QUADRADO PARA LAMPADA DICROICA MR16, BASE GU10 BRANCO - POT MAX. 10W;31.45;15.00;7
LM2711;;SPOT NO FRAME RECUADO QUADRADO PARA LAMPADA DICROICA MR16, BASE GU10 PRETO - POT MAX. 10W;31.45;15.00;7
LM2720;;SPOT NO FRAME RECUADO QUADRADO PARA LAMPADA AR70, BASE GU10 BRANCO - POT MAX. 15W;35.25;15.00;7
LM2721;;SPOT NO FRAME RECUADO QUADRADO PARA LAMPADA AR70, BASE GU10 PRETO - POT MAX. 15W;35.25;15.00;7
LM2718;;SPOT NO FRAME RECUADO QUADRADO PARA LAMPADA PAR20, BASE E27 BRANCO - POT MAX. 15W;35.25;15.00;7
LM2719;;SPOT NO FRAME RECUADO QUADRADO PARA LAMPADA PAR20, BASE E27 PRETO - POT MAX. 15W;35.25;15.00;7
LM2734;;SPOT NO FRAME RECUADO QUADRADO PARA LAMPADA AR111, BASE GU10 BRANCO - POT MAX. 20W;51.50;15.00;7
LM2735;;SPOT NO FRAME RECUADO QUADRADO PARA LAMPADA AR111, BASE GU10 PRETO - POT MAX. 20W;51.50;15.00;7
LM2736;;SPOT NO FRAME RECUADO QUADRADO PARA LAMPADA PAR30, BASE E27 BRANCO - POT MAX. 20W;51.50;15.00;7
LM2712;;SPOT NO FRAME RECUADO RETANGULAR PARA 2 LAMPADAS DICROICA MR16, BASE GU10 BRANCO - POT MAX. 20W;43.25;15.00;7
LM2713;;SPOT NO FRAME RECUADO RETANGULAR PARA 2 LAMPADAS DICROICA MR16, BASE GU10 PRETO - POT MAX. 20W;43.25;15.00;7
LM2724;;SPOT NO FRAME RECUADO RETANGULAR PARA 2 LAMPADAS AR70, BASE GU10 BRANCO - POT MAX. 30W;59.05;15.00;7
LM2725;;SPOT NO FRAME RECUADO RETANGULAR PARA 2 LAMPADAS AR70, BASE GU10 PRETO - POT MAX. 30W;59.05;15.00;7
LM2722;;SPOT NO FRAME RECUADO RETANGULAR PARA 2 LAMPADAS PAR20, BASE E27 BRANCO - POT MAX. 30W;59.05;15.00;7
LM2723;;SPOT NO FRAME RECUADO RETANGULAR PARA 2 LAMPADAS PAR20, BASE E27 PRETO - POT MAX. 30W;59.05;15.00;7
LM2738;;SPOT NO FRAME RECUADO RETANGULAR PARA 2 LAMPADAS AR111, BASE GU10 BRANCO - POT MAX. 40W;78.15;15.00;7
LM2739;;SPOT NO FRAME RECUADO RETANGULAR PARA 2 LAMPADAS AR111, BASE GU10 PRETO - POT MAX. 40W;72.65;15.00;7
LM2740;;SPOT NO FRAME RECUADO RETANGULAR PARA 2 LAMPADAS PAR30, BASE E27 BRANCO - POT MAX. 40W;78.15;15.00;7
LM2741;;SPOT NO FRAME RECUADO RETANGULAR PARA 2 LAMPADAS PAR30, BASE E27 PRETO - POT MAX. 40W;78.15;15.00;7
LM2714;;SPOT NO FRAME RECUADO RETANGULAR PARA 3 LAMPADAS DICROICA MR16, BASE GU10 BRANCO - POT MAX. 30W;55.45;15.00;7
LM2715;;SPOT NO FRAME RECUADO RETANGULAR PARA 3 LAMPADAS DICROICA MR16, BASE GU10 PRETO - POT MAX. 30W;55.45;15.00;7
LM2728;;SPOT NO FRAME RECUADO RETANGULAR PARA 3 LAMPADAS AR70, BASE GU10 BRANCO - POT MAX. 45W;78.15;15.00;7
LM2729;;SPOT NO FRAME RECUADO RETANGULAR PARA 3 LAMPADAS AR70, BASE GU10 PRETO - POT MAX. 45W;78.15;15.00;7
LM2726;;SPOT NO FRAME RECUADO RETANGULAR PARA 3 LAMPADAS PAR20, BASE E27 BRANCO - POT MAX. 45W;78.15;15.00;7
LM2742;;SPOT NO FRAME RECUADO RETANGULAR PARA 3 LAMPADAS AR111, BASE GU10 BRANCO - POT MAX. 60W;90.45;15.00;7
LM2743;;SPOT NO FRAME RECUADO RETANGULAR PARA 3 LAMPADAS AR111, BASE GU10 PRETO - POT MAX. 60W;91.75;15.00;7
LM2744;;SPOT NO FRAME RECUADO RETANGULAR PARA 3 LAMPADAS PAR30, BASE E27 BRANCO - POT MAX. 60W;90.45;15.00;7
LM2745;;SPOT NO FRAME RECUADO RETANGULAR PARA 3 LAMPADAS PAR30, BASE E27 PRETO - POT MAX. 60W;91.55;15.00;7
LM2716;;SPOT NO FRAME RECUADO QUADRADO PARA 4 LAMPADAS DICROICA MR16, BASE GU10 BRANCO - POT MAX. 40W;73.90;15.00;7
LM2717;;SPOT NO FRAME RECUADO QUADRADO PARA 4 LAMPADAS DICROICA MR16, BASE GU10 PRETO - POT MAX. 40W;82.65;15.00;7
LM2732;;SPOT NO FRAME RECUADO QUADRADO PARA 4 LAMPADAS AR70, BASE GU10 BRANCO - POT MAX. 60W;90.45;15.00;7
LM2733;;SPOT NO FRAME RECUADO QUADRADO PARA 4 LAMPADAS AR70, BASE GU10 PRETO - POT MAX. 60W;91.55;15.00;7
LM2731;;SPOT NO FRAME RECUADO QUADRADO PARA 4 LAMPADAS PAR20, BASE E27 PRETO - POT MAX. 60W;97.20;15.00;7
LM2746;;SPOT NO FRAME RECUADO QUADRADO PARA 4 LAMPADAS AR111, BASE GU10 BRANCO - POT MAX. 80W;134.99;15.00;7
LM2747;;SPOT NO FRAME RECUADO QUADRADO PARA 4 LAMPADAS AR111, BASE GU10 PRETO - POT MAX. 80W;121.99;15.00;7
LM2748;;SPOT NO FRAME RECUADO QUADRADO PARA 4 LAMPADAS PAR30, BASE E27 BRANCO - POT MAX. 80W;134.99;15.00;7
LM2749;;SPOT NO FRAME RECUADO QUADRADO PARA 4 LAMPADAS PAR30, BASE E27 PRETO - POT MAX. 80W;121.99;15.00;7
LM3805;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 18W 3000K 127/220V BRANCO QUADRADO;25.80;9.75;7
LM3808;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 18W 4000K 127/220V BRANCO QUADRADO;25.80;9.75;7
LM3811;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 18W 6500K 127/220V BRANCO QUADRADO;25.80;9.75;8
LM3806;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 24W 3000K 127/220V BRANCO QUADRADO;39.80;9.75;8
LM3809;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 24W 4000K 127/220V BRANCO QUADRADO;39.80;9.75;8
LM3812;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 24W 6500K 127/220V BRANCO QUADRADO;39.80;9.75;8
LM3807;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 36W 3000K 127/220V BRANCO QUADRADO;81.95;9.75;8
LM3810;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 36W 4000K 127/220V BRANCO QUADRADO;81.95;9.75;8
LM3813;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 36W 6500K 127/220V BRANCO QUADRADO;81.95;9.75;8
LM3814;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 18W 3000K 127/220V PRETO QUADRADO;26.50;9.75;8
LM3817;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 18W 4000K 127/220V PRETO QUADRADO;26.50;9.75;8
LM3820;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 18W 6500K 127/220V PRETO QUADRADO;26.50;9.75;8
LM3815;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 24W 3000K 127/220V PRETO QUADRADO;41.60;9.75;8
LM3818;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 24W 4000K 127/220V PRETO QUADRADO;41.60;9.75;8
LM3821;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 24W 6500K 127/220V PRETO QUADRADO;41.60;9.75;8
LM3816;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 36W 3000K 127/220V PRETO QUADRADO;84.99;9.75;8
LM3819;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 36W 4000K 127/220V PRETO QUADRADO;84.99;9.75;8
LM3822;;DOWNLIGHT LIT DE SOBREPOR RECUADO LED 36W 6500K 127/220V PRETO QUADRADO;84.99;9.75;8
LM2605;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 3000K 127/220V REDONDO;19.85;9.75;8
LM3249;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 4000K 127/220V REDONDO;19.85;9.75;8
LM2606;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 6500K 127/220V REDONDO;19.85;9.75;8
LM2607;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 3000K 127/220V REDONDO;23.90;9.75;8
LM3250;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 4000K 127/220V REDONDO;25.65;9.75;8
LM2608;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 6500K 127/220V REDONDO;23.90;9.75;8
LM2609;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 3000K 127/220V REDONDO;33.20;9.75;8
LM3251;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 4000K 127/220V REDONDO;33.60;9.75;8
LM2610;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 6500K 127/220V REDONDO;33.20;9.75;8
LM2611;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 3000K 127/220V REDONDO;45.20;9.75;8
LM3252;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 4000K 127/220V REDONDO;45.20;9.75;8
LM2612;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 6500K 127/220V REDONDO;44.35;9.75;8
LM2613;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 3000K 127/220V QUADRADO;20.99;9.75;8
LM3253;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 4000K 127/220V QUADRADO;21.60;9.75;8
LM2614;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 6500K 127/220V QUADRADO;20.99;9.75;8
LM2615;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 3000K 127/220V QUADRADO;27.95;9.75;8
LM3254;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 4000K 127/220V QUADRADO;27.95;9.75;8
LM2616;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 6500K 127/220V QUADRADO;27.95;9.75;8
LM2617;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 3000K 127/220V QUADRADO;32.20;9.75;8
LM3255;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 4000K 127/220V QUADRADO;32.20;9.75;8
LM2618;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 6500K 127/220V QUADRADO;32.20;9.75;8
LM2619;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 3000K 127/220V QUADRADO;52.95;9.75;8
LM3256;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 4000K 127/220V QUADRADO;52.95;9.75;8
LM2620;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 6500K 127/220V QUADRADO;52.95;9.75;8
LM3225;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 3000K 127/220V PRETO REDONDO;19.85;9.75;8
LM3226;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 4000K 127/220V PRETO REDONDO;19.85;9.75;8
LM3227;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 6500K 127/220V PRETO REDONDO;19.85;9.75;8
LM3228;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 3000K 127/220V PRETO REDONDO;23.90;9.75;8
LM3229;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 4000K 127/220V PRETO REDONDO;25.65;9.75;8
LM3230;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 6500K 127/220V PRETO REDONDO;23.90;9.75;8
LM3231;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 3000K 127/220V PRETO REDONDO;33.20;9.75;8
LM3232;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 4000K 127/220V PRETO REDONDO;33.60;9.75;9
LM3233;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 6500K 127/220V PRETO REDONDO;33.20;9.75;9
LM3234;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 3000K 127/220V PRETO REDONDO;45.20;9.75;9
LM3235;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 4000K 127/220V PRETO REDONDO;45.20;9.75;9
LM3236;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 6500K 127/220V PRETO REDONDO;44.35;9.75;9
LM3237;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 3000K 127/220V PRETO QUADRADO;21.60;9.75;9
LM3238;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 4000K 127/220V PRETO QUADRADO;20.99;9.75;9
LM3239;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 12W 6500K 127/220V PRETO QUADRADO;20.99;9.75;9
LM3240;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 3000K 127/220V PRETO QUADRADO;27.95;9.75;9
LM3241;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 4000K 127/220V PRETO QUADRADO;27.95;9.75;9
LM3242;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 18W 6500K 127/220V PRETO QUADRADO;27.95;9.75;9
LM3243;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 3000K 127/220V PRETO QUADRADO;32.20;9.75;9
LM3244;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 4000K 127/220V PRETO QUADRADO;32.20;9.75;9
LM3245;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 24W 6500K 127/220V PRETO QUADRADO;32.20;9.75;9
LM3246;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 3000K 127/220V PRETO QUADRADO;52.95;9.75;9
LM3247;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 4000K 127/220V PRETO QUADRADO;52.95;9.75;9
LM3248;;DOWNLIGHT HIDE DE EMBUTIR RECUADO LED 36W 6500K 127/220V PRETO QUADRADO;52.95;9.75;9
LM3087;;PLAFON YAEL, 25W, LED, DOURADO E BRANCO, 3000-4000-6500K, 127-220V, 40CM, REDONDO;131.60;9.75;9
LM3088;;PLAFON YAEL, 36W, LED, DOURADO E BRANCO, 3000-4000-6500K, 127-220V, 50CM, REDONDO;211.35;9.75;9
LM3089;;PLAFON YAEL, 25W, LED, DOURADO E BRANCO, 3000-4000-6500K, 127-220V, 40CM, QUADRADO;154.10;9.75;9
LM3090;;PLAFON YAEL, 36W, LED, DOURADO E BRANCO, 3000-4000-6500K, 127-220V, 50CM, QUADRADO;223.60;9.75;9
LM3091;;PLAFON TAMAR, 25W, LED, BRANCO, 3000-4000-6500K, 127-220V, 40CM;148.55;9.75;9
LM3093;;PLAFON TAMAR, 25W, LED, PRETO, 3000-4000-6500K, 127-220V, 40CM;148.55;9.75;9
LM3095;;PLAFON TAMAR, 25W, LED, WOOD, 3000-4000-6500K, 127-220V, 40CM;174.70;9.75;9
LM3092;;PLAFON TAMAR, 36W, LED, BRANCO, 3000-4000-6500K, 127-220V, 50CM;235.65;9.75;9
LM3094;;PLAFON TAMAR, 36W, LED, PRETO, 3000-4000-6500K, 127-220V, 50CM;235.65;9.75;9
LM3096;;PLAFON TAMAR, 36W, LED, WOOD, 3000-4000-6500K, 127-220V, 50CM;255.35;9.75;9
LM2978;;SPOT LED DE SOBREPOR SLIPT PRETO 7W 3000K 127/220V;29.05;9.75;9
LM3052;;SPOT LED DE SOBREPOR SLIPT BRANCO 7W 3000K 127/220V;29.05;9.75;9
LM2979;;SPOT LED DE SOBREPOR SLIPT PRETO 15W 3000K 127/220V;40.25;9.75;9
LM3053;;SPOT LED DE SOBREPOR SLIPT BRANCO 15W 3000K 127/220V;40.25;9.75;9
LM2689;;SPOT PINO LED DE EMBUTIR 2W 3000K 127/220V BRANCO;54.99;9.75;9
LM2690;;SPOT PINO LED DE EMBUTIR 2W 3000K 127/220V PRETO;53.45;9.75;9
LM2687;;SPOT PINO LED DE SOBREPOR 2W 3000K 127/220V BRANCO;51.75;9.75;9
LM2688;;SPOT PINO LED DE SOBREPOR 2W 3000K 127/220V PRETO;53.30;9.75;9
LM2981;;ARANDELA KINO PLUS LED, BRANCA, 8W, 3000K, 127/220V, 18CM;127.99;9.75;9
LM2982;;ARANDELA KINO PLUS LED, PRETA, 8W, 3000K, 127/220V, 18CM;127.99;9.75;9
LM2983;;ARANDELA KINO PLUS LED, BRANCA, 12W, 3000K, 127/220V, 30CM;183.20;9.75;9
LM2984;;ARANDELA KINO PLUS LED, PRETA, 12W, 3000K, 127/220V, 30CM;183.20;9.75;9
LM2691;;ARANDELA LED NO FRAME 3W 3000K 127/220V QUADRADA BRANCA;44.35;9.75;10
LM2692;;ARANDELA LED NO FRAME 3W 3000K 127/220V QUADRADA PRETA;44.35;9.75;10
LM1216;;LUMINARIA LED ARANDELA EMBUTIDA PRETO, 3W, 3000K, 127V/220V IP20;40.95;9.75;10
LM878;;LUMINARIA LED BALIZADOR BRANCO, 1W, 3000K, 127V/220V IP20;46.60;9.75;10
LM1214;;LUMINARIA LED BALIZADOR PRETO, 1W, 3000K, 127V/220V IP20;46.60;9.75;10
LM879;;LUMINARIA LED BALIZADOR BRANCO, 3W, 3000K, 127V/220V;39.10;9.75;10
LM1215;;LUMINARIA LED BALIZADOR PRETO, 3W, 3000K, 127V/220V;38.99;9.75;10
LM2663;;ARANDELA PIT LED QUADRADA BRANCA, 2W, 3000K, 127/220V, IP65;33.20;9.75;10
LM2664;;ARANDELA PIT LED QUADRADA PRETA, 2W, 3000K, 127/220V, IP65;34.20;9.75;10
LM2661;;ARANDELA PIT LED RETANGULAR BRANCA, 5W, 3000K, 127/220V, IP65;41.75;9.75;10
LM2662;;ARANDELA PIT LED RETANGULAR PRETA, 5W, 3000K, 127/220V, IP65;41.75;9.75;10
LM958;;ARANDELA LED BRANCA 4W 2700K 127V/220V;34.20;9.75;10
LM956;;ARANDELA LED, PRETA. 4W, 2700K, 127V/220V;34.20;9.75;10
LM959;;ARANDELA LED BRANCA. 4W 6000K 127V/220V;34.20;9.75;10
LM957;;ARANDELA LED, PRETA 4W 6000K 127V/220V;34.20;9.75;10
LM831;;LUMINARIA LED XBOX 6W, 3000K, 127/220V;79.80;9.75;10
LM880;;LUMINARIA LED XBOX PRETO, 6W, 3000K, 127/220V;91.65;9.75;10
LM1236;;LUMINARIA LED XBOX SLIM BRANCO 4W, 3000K, 127/220V;62.40;9.75;10
LM1238;;LUMINARIA LED XBOX SLIM PRETO 4W, 3000K, 127/220V;64.25;9.75;10
LM1237;;LUMINARIA LED XBOX SLIM BRANCO 4W, 6500K, 127/220V;33.20;9.75;10
LM1239;;LUMINARIA LED XBOX SLIM PRETO 4W, 6500K, 127/220V;33.20;9.75;10
LM3102;;BALIZADOR VERT LED 6W 3000K 127/220V IP65 PT;67.99;9.75;10
LM621;;LUMINARIA LED ARANDELA DE SOBREPOR BRANCA 2W 2700K 127/220V MATERIAL: PLASTICO;30.35;9.75;10
LM876;;LUMINARIA LED ARANDELA DE SOBREPOR PRETA 2W 3000K 127/220V MATERIAL: PLASTICO;30.35;9.75;10
LM2665;;BALIZADOR GLOW LED BRANCO, 1W, 3000K, 127/220V, IP67;45.20;9.75;10
LM2666;;BALIZADOR GLOW LED PRETO, 1W, 3000K, 127/220V, IP67;43.90;9.75;10
LM2679;;ARANDELA FLOW DE EMBUTIR LED, BRANCA 3W, 3000K, 127V/220V, IP54;29.25;9.75;10
LM2680;;ARANDELA FLOW DE EMBUTIR LED, PRETA 3W, 3000K, 127V/220V, IP54;28.55;9.75;10
LM2659;;ARANDELA FLOW DE SOBREPOR LED, BRANCA 2W, 3000K, 127V/220V, IP65;35.50;9.75;10
LM2660;;ARANDELA FLOW DE SOBREPOR LED, PRETO 2W, 3000K, 127V/220V, IP65;36.55;9.75;10
LM961;;BALIZADOR DE PAREDE LED, BRANCO 2W 6000K 127V/220V;37.40;9.75;10
LM2657;;ACESSORIO DE JUNCAO PARA SPOT CONNECT NO FRAME PARA LAMPADAS MR111, MR16, AR70, PAR20;3.15;9.75;10
LM2658;;ACESSORIO DE JUNCAO PARA SPOT CONNECT NO FRAME PARA LAMPADAS AR111, PAR30;3.90;9.75;10
LM2645;;SPOT CONNECT NO FRAME QUADRADO PARA LAMPADA MINI DICROICA MR11, BASE GU10 BRANCO - POT MAX. 10W;12.65;15.00;10
LM2646;;SPOT CONNECT NO FRAME QUADRADO PARA LAMPADA MINI DICROICA MR11, BASE GU10 PRETO - POT MAX. 10W;12.65;15.00;10
LM2647;;SPOT CONNECT NO FRAME QUADRADO PARA LAMPADA DICROICA MR16, BASE GU10 BRANCO - POT MAX. 10W;13.15;15.00;10
LM2648;;SPOT CONNECT NO FRAME QUADRADO PARA LAMPADA DICROICA MR16, BASE GU10 PRETO - POT MAX. 10W;14.55;15.00;10
LM2649;;SPOT CONNECT NO FRAME QUADRADO PARA LAMPADA AR70, BASE GU10 BRANCO - POT MAX. 15W;18.10;15.00;10
LM2650;;SPOT CONNECT NO FRAME QUADRADO PARA LAMPADA AR70, BASE GU10 PRETO - POT MAX. 15W;18.10;15.00;10
LM2651;;SPOT CONNECT NO FRAME QUADRADO PARA LAMPADA PAR20, BASE E27 BRANCO - POT MAX. 15W;18.10;15.00;10
LM2652;;SPOT CONNECT NO FRAME QUADRADO PARA LAMPADA PAR20, BASE E27 PRETO - POT MAX. 15W;18.10;15.00;11
LM2655;;SPOT CONNECT NO FRAME QUADRADO PARA LAMPADA AR111, BASE GU10 BRANCO - POT MAX. 20W;22.30;15.00;11
LM2653;;SPOT CONNECT NO FRAME QUADRADO PARA LAMPADA PAR30, BASE E27 BRANCO - POT MAX. 20W;22.30;15.00;11
LM2654;;SPOT CONNECT NO FRAME QUADRADO PARA LAMPADA PAR30, BASE E27 PRETO - POT MAX. 20W;20.45;15.00;11
LM1231;;ACESSÓRIO DE JUNÇÃO PARA SPOT LM1227 E LM1226;3.25;9.75;11
LM1232;;ACESSÓRIO DE JUNÇÃO PARA SPOT LM1228 E LM1229;4.10;9.75;11
