referencia;variante;descricao;detalhes;preco_unitario;porcentagem_imposto;pagina
ALR-70-2-SLIM;;ALIANÇA RED- DUAS ALIANÇAS ( Ø70 / 50CM ) - LED 3000K - 48W (1,50M DE ALTURA) - SLIM;;2610.02;9.75;27
ALR-70-3-SLIM;;ALIANÇA RED- TRES ALIANÇAS ( Ø70 / 50 / 30CM ) - LED 3000K - 59W (1,50M DE ALTURA) - SLIM;;3194.51;9.75;27
ALR-80-2-SLIM;;ALIANÇA RED - DUAS ALIANÇAS ( Ø80 /60CM ) - 3000K - 54W (1,50M DE ALTURA)-SLIM;;2904.10;9.75;27
ALR-80-3-SLIM;;ALIANÇA RED - TRES ALIANÇAS ( Ø80 /60 / 40CM ) - 3000K - 69W (1,50M DE ALTURA)-SLIM;;3543.74;9.75;27
ALR-60-1-FIX;;ALIANÇA RED. Ø60 CM - 3000K - 45W (3,5M DE ALTURA) - FIX NO TETO SEM CANOPLA;;1599.10;9.75;28
ALR-70-1-FIX;;ALIANÇA RED. Ø70 CM - 3000K - 28W (1,50M DE ALTURA) - FIX NO TETO SEM CANOPLA;ATÉ 2M DE CABO NÃO ALTERA VALOR;1746.14;9.75;28
ALR-80-1-FIX;;ALIANÇA RED. Ø80 CM - 3000K - 31W (1,50M DE ALTURA) - FIX NO TETO SEM CANOPLA;;2113.75;9.75;28
ALR-90-1-FIX;;ALIANÇA RED. Ø90 CM - 3000K - 38W (1,50M DE ALTURA) - FIX NO TETO SEM CANOPLA;SEM CANOPLA (FONTE EMBUTIDA NO GESSO);2352.69;9.75;28
ALR-100-1-FIX;;ALIANÇA RED. Ø100 CM - 3000K - 41W (1,50M DE ALTURA) - FIX NO TETO SEM CANOPLA;;2481.36;9.75;28
PLAF-ALR50;;ALIANÇA RED. Ø50 CM - 3000K - PLAFON - 20W;;1496.17;9.75;28
PLAF-ALR50-2;;ALIANÇA RED. DUAS ALIANÇAS ( Ø50 / 30CM ) - 3000K - PLAFON - 31W;;2051.25;9.75;28
PLAF-ALR60;;ALIANÇA RED. Ø60 CM - 3000K - PLAFON - 23W;;1793.93;9.75;28
PLAF-ALR60-2;;ALIANÇA RED. DUAS ALIANÇAS ( Ø60 /40 CM ) - 3000K - PLAFON - 38W;;2569.58;9.75;28
PLAF-ALR60-3;;ALIANÇA RED. TRES ALIANÇAS ( Ø60 /40 / 20CM ) - 3000K - PLAFON - 45W;;2955.57;9.75;28
PLAF-ALR80-3;;ALIANÇA RED. TRES ALIANÇAS ( Ø80 / 60 / 40 CM ) - 3000K - PLAFON - 69W;;4576.72;9.75;28
PLAF-ALR80-4;;ALIANÇA RED. QUATRO ALIANÇAS ( Ø80 / 60 / 40 /20CM ) - 3000K - PLAFON - 76W;;4981.09;9.75;28
PLAF-ALQU20;;ALIANÇA QUADR. 20 CM - 3000K - PLAFON - 10W;;494.63;9.75;29
PLAF-ALQU30;;ALIANÇA QUADR. 30 CM - 3000K - PLAFON - 17W;;1062.39;9.75;29
PLAF-ALQU40;;ALIANÇA QUADR. 40 CM - 3000K - PLAFON - 23W;;1448.38;9.75;29
PLAF-ALQU40-2;;ALIANÇA QUADR. DUAS ALIANÇAS ( 40 / 20 CM ) - 3000K - PLAFON - 33W;;1852.75;9.75;29
PLAF-ALQU50;;ALIANÇA QUADR. 50 CM - 3000K - PLAFON - 29W;;1867.45;9.75;29
PLAF-ALQU50-2;;ALIANÇA QUADR. DUAS ALIANÇAS (50 / 30 CM) - 3000K - PLAFON - 46W;;2606.34;9.75;29
PLAF-ALQU60;;ALIANÇA QUADR. 60 CM - 3000K - PLAFON - 35W;;2187.27;9.75;29
PLAF-ALQU60-2;;ALIANÇA QUADR. DUAS ALIANÇAS ( 60 /40 CM ) - 3000K - PLAFON - 58W;;3124.67;9.75;29
PLAF-ALQU60-3;;ALIANÇA QUADR. TRES ALIANÇAS ( 60 / 40 /20CM ) - 3000K - PLAFON - 68W;;3543.74;9.75;29
PLAF-ALQU100-5;;ALIANÇA QUADR. CINCO ALIANÇAS (100 / 80 / 60 /40 / 20 CM ) - 3000K - PLAFON - 172W;;9337.25;9.75;29
PLAF-ALR40-SL;;ALIANÇA RED. Ø40 CM - 3000K - PLAFON - 15W - SLIM;;1124.88;9.75;29
PLAF-ALR40-2-SL;;ALIANCA RED. DUAS ALIANCAS (40/20CM) - 3000K-PLAFON-22W-SLIM;;1437.35;9.75;29
PLAF-ALR50-2-SL;;ALIANÇA RED. DUAS ALIANÇAS ( Ø50 / 30CM ) - 3000K - PLAFON - 31W - SLIM;;1801.28;9.75;29
PLAF-ALR60-2-SL;;ALIANÇA RED. DUAS ALIANÇAS ( Ø60 /40 CM ) - 3000K - PLAFON - 38W - SLIM;;2444.59;9.75;29
PLAF-ALR60-3-SL;;ALIANÇA RED. TRES ALIANÇAS ( Ø60 /40 / 20CM ) - 3000K - PLAFON - 45W - SLIM;;2812.20;9.75;29
PLAF-ALR80-4-SL;;ALIANÇA RED. QUATRO ALIANÇAS ( Ø80 / 60 / 40 /20CM ) - 3000K - PLAFON - 76W - SLIM;;3955.46;9.75;29
PLAF-ALQU40-2-SL;;ALIANÇA QUADR. DUAS ALIANÇAS ( 40 / 20 CM ) - 3000K - PLAFON - 33W - SLIM - CROMADO;;1764.52;9.75;30
PLAF-ALQU50-2-SL;;ALIANÇA QUADR. DUAS ALIANÇAS ( 50 / 30 CM ) - 3000K - PLAFON - 46W - SLIM - CROMADO;;2481.36;9.75;30
PLAF-ALQU60-3-SL;;ALIANÇA QUADR. TRES ALIANÇAS ( 60 / 40 /20CM ) - 3000K - PLAFON - 68W - SLIM;;3069.53;9.75;30
PLAF-ALQU80-4-SL;;ALIANÇA QUADR. QUATRO ALIANÇAS (80 / 60 /40/20 CM ) - 3000K - PLAFON - 114W - SLIM;;5014.18;9.75;30
PERFIL-500;;ALIANÇA LINEAR MODULAR 50 CM - 3000K - 8W - PAREDE;;525.68;9.75;30
PERFIL-500;FOLHA DE OURO;ALIANÇA LINEAR MODULAR 50 CM - 3000K - 8W - PAREDE;;604.53;9.75;30
PERFIL-750;;ALIANÇA LINEAR MODULAR 75 CM - 3000K - 11W - PAREDE;;584.50;9.75;30
PERFIL-750;FOLHA DE OURO;ALIANÇA LINEAR MODULAR 75 CM - 3000K - 11W - PAREDE;;672.17;9.75;30
PERFIL-1000;;ALIANÇA LINEAR MODULAR 100 CM - 3000K- 15W - PAREDE;;724.19;9.75;30
PERFIL-1000;FOLHA DE OURO;ALIANÇA LINEAR MODULAR 100 CM - 3000K- 15W - PAREDE;;832.82;9.75;30
PERFIL-1500;;ALIANÇA LINEAR MODULAR 150 CM - 3000K- 23W - PAREDE;;963.13;9.75;30
PERFIL-1500;FOLHA DE OURO;ALIANÇA LINEAR MODULAR 150 CM - 3000K- 23W - PAREDE;;1107.60;9.75;30
PERFIL-2000;;ALIANÇA LINEAR MODULAR 200 CM - 3000K- 30W - PAREDE;;1183.70;9.75;30
PERFIL-2000;FOLHA DE OURO;ALIANÇA LINEAR MODULAR 200 CM - 3000K- 30W - PAREDE;;1361.25;9.75;30
PERFIL-EMB-1000;;ALIANÇA LINEAR MODULAR 100 CM - 3000K- 15W - EMBUTIDO;;573.47;9.75;30
PERFIL-EMB-1000;FOLHA DE OURO;ALIANÇA LINEAR MODULAR 100 CM - 3000K- 15W - EMBUTIDO;;659.49;9.75;30
PERFIL-EMB-1500;;ALIANÇA LINEAR MODULAR 150 CM - 3000K- 23W - EMBUTIDO;;783.01;9.75;30
PERFIL-EMB-1500;FOLHA DE OURO;ALIANÇA LINEAR MODULAR 150 CM - 3000K- 23W - EMBUTIDO;;900.46;9.75;30
PERFIL-EMB-2000;;ALIANÇA LINEAR MODULAR 200 CM - 3000K- 30W - EMBUTIDO;;1088.12;9.75;30
PERFIL-EMB-2000;FOLHA DE OURO;ALIANÇA LINEAR MODULAR 200 CM - 3000K- 30W - EMBUTIDO;;1251.34;9.75;30
PERFIL-EMB-CTO;;ALIANÇA LINEAR MODULAR 19CM X 19CM - CANTO 90º - 3000K- 5W - EMBUTIDO;;294.09;9.75;31
PERFIL-EMB-CTO;FOLHA DE OURO;ALIANÇA LINEAR MODULAR 19CM X 19CM - CANTO 90º - 3000K- 5W - EMBUTIDO;;338.20;9.75;31
ANT-100CM-ROCHA;;ANTARES 100CM X 25CM ALTURA + PENDENTE - SELENITA;;2676.19;9.75;31
ANT-100CM-ROCHA;FOLHA DE OURO;ANTARES 100CM X 25CM ALTURA + PENDENTE - SELENITA;;3077.62;9.75;31
ANT-100-MIX;;ANTARES 100CM X 25CM ALTURA + PENDENTE- MIX DE CRISTAIS K9 E ROCHA SELENITA;;3712.84;9.75;31
ANT-100-MIX;FOLHA DE OURO;ANTARES 100CM X 25CM ALTURA + PENDENTE- MIX DE CRISTAIS K9 E ROCHA SELENITA;;4269.77;9.75;31
ARC-ARA40;;ARANDELA 38 X 20 CM - 3000K - 10W;;1062.39;9.75;31
ARC-ARA40;FOLHA DE OURO;ARANDELA 38 X 20 CM - 3000K - 10W;;1221.75;9.75;31
ARC-QU60;;QUADR. 60 X 20CM ALT. - 3000K - 65W - PENDENTE - (1,50M DE ALTURA);;4793.61;9.75;31
ARC-QU60;FOLHA DE OURO;QUADR. 60 X 20CM ALT. - 3000K - 65W - PENDENTE - (1,50M DE ALTURA);;5512.65;9.75;31
ARC-QU80;;QUADR. 80 X 20CM ALT. - 3000K - 95W - PENDENTE - (1,50M DE ALTURA);;6385.35;9.75;31
ARC-QU80;FOLHA DE OURO;QUADR. 80 X 20CM ALT. - 3000K - 95W - PENDENTE - (1,50M DE ALTURA);;7343.16;9.75;31
ARC-QU100;;QUADR. 100 X 20CM ALT. - 3000K - 120W - PENDENTE - (1,50M DE ALTURA);;7866.81;9.75;31
ARC-QU100;FOLHA DE OURO;QUADR. 100 X 20CM ALT. - 3000K - 120W - PENDENTE - (1,50M DE ALTURA);;9046.84;9.75;31
ARC-RT100X60;;RET. 100 X 60 X 20CM ALT. - 3000K - 96W - PENDENTE - (1,50M DE ALTURA);;6414.76;9.75;31
ARC-RT100X60;FOLHA DE OURO;RET. 100 X 60 X 20CM ALT. - 3000K - 96W - PENDENTE - (1,50M DE ALTURA);;7376.98;9.75;31
ARC-RD60;;RED. Ø60 X 20CM ALT. - 3000K - 55W - PENDENTE - (1,50M DE ALTURA);;4117.21;9.75;31
ARC-RD60;FOLHA DE OURO;RED. Ø60 X 20CM ALT. - 3000K - 55W - PENDENTE - (1,50M DE ALTURA);;4734.79;9.75;31
ARC-RD80;;RED. Ø80 X 20CM ALT. - 3000K - 75W - PENDENTE - (1,50M DE ALTURA);;5583.97;9.75;31
ARC-RD80;FOLHA DE OURO;RED. Ø80 X 20CM ALT. - 3000K - 75W - PENDENTE - (1,50M DE ALTURA);;6421.56;9.75;31
ARC-RD100;;RED. Ø100 X 20CM ALT. - 3000K - 100W - PENDENTE - (1,50M DE ALTURA);;6933.09;9.75;31
ARC-RD100;FOLHA DE OURO;RED. Ø100 X 20CM ALT. - 3000K - 100W - PENDENTE - (1,50M DE ALTURA);;7973.05;9.75;31
RTPA-110X30-35CM;;RET. 110X30CM P/12 LAMP. G9 - MONTADO PLACAS E AMENDOAS - 35CM ALT. PLAFON/ PENDENTE;;6072.89;9.75;31
RTPA-110X30-35CM;FOLHA DE OURO;RET. 110X30CM P/12 LAMP. G9 - MONTADO PLACAS E AMENDOAS - 35CM ALT. PLAFON/ PENDENTE;;6983.82;9.75;31
RTPA-150X40-35CM;;RET. 150X40CM P/17 LAMP. G9 - MONTADO PLACAS E AMENDOAS - 35CM ALT. PLAFON/ PENDENTE;;9006.40;9.75;31
RTPA-150X40-35CM;FOLHA DE OURO;RET. 150X40CM P/17 LAMP. G9 - MONTADO PLACAS E AMENDOAS - 35CM ALT. PLAFON/ PENDENTE;;10357.36;9.75;31
CDY-100;;RED.100CM P/28 LAMP. G9 - 10 AROS - 2M ALTURA - PLACA 200X30MM - PENDENTE (+1M CORRENTE);;30893.79;9.75;32
CDY-100;FOLHA DE OURO;RED.100CM P/28 LAMP. G9 - 10 AROS - 2M ALTURA - PLACA 200X30MM - PENDENTE (+1M CORRENTE);;35527.86;9.75;32
CDY-80;;RED.80CM P/23 LAMP. G9 - 08 AROS - 1,5M ALTURA - PLACA 200X30MM - PENDENTE (+1M CORRENTE);;20622.82;9.75;32
CDY-80;FOLHA DE OURO;RED.80CM P/23 LAMP. G9 - 08 AROS - 1,5M ALTURA - PLACA 200X30MM - PENDENTE (+1M CORRENTE);;23716.24;9.75;32
CDY-80-PLF;;RED.80CM P/23 LAMP. G9 - 08 AROS - 1,5M ALTURA - PLACA 200X30MM - PLAFON;;20479.45;9.75;32
CDY-80-PLF;FOLHA DE OURO;RED.80CM P/23 LAMP. G9 - 08 AROS - 1,5M ALTURA - PLACA 200X30MM - PLAFON;;23551.37;9.75;32
CDY-100-PLF;;RED.100CM P/28 LAMP. G9 - 10 AROS - 2,0M ALTURA - PLACA 200X30MM - PLAFON;;30746.75;9.75;32
CDY-100-PLF;FOLHA DE OURO;RED.100CM P/28 LAMP. G9 - 10 AROS - 2,0M ALTURA - PLACA 200X30MM - PLAFON;;35358.76;9.75;32
SIENA-I-80-3;;RED. 03 AROS ( Ø80 / 60 / 40CM ) - 3000K - 172W - PLACAS RET( 200/120MM ) INTERCALADO;;8102.08;9.75;32
SIENA-I-80-3;FOLHA DE OURO;RED. 03 AROS ( Ø80 / 60 / 40CM ) - 3000K - 172W - PLACAS RET( 200/120MM ) INTERCALADO;;9317.40;9.75;32
RT-003;;RET. 60 X 20CM P/ 03 LAMP.GU10 INTERCALADO 60CM ALTURA (BRUMAS);;1176.35;9.75;33
RT-003;FOLHA DE OURO;RET. 60 X 20CM P/ 03 LAMP.GU10 INTERCALADO 60CM ALTURA (BRUMAS);;1352.80;9.75;33
ESF-50-1 ESF;;RED. 50CM P/06 LAMP.GU10 1,0M ALTURA UMA ESFERA (132 FIOS) (SOLAR 3);;2775.44;9.75;33
ESF-50-1 ESF;FOLHA DE OURO;RED. 50CM P/06 LAMP.GU10 1,0M ALTURA UMA ESFERA (132 FIOS) (SOLAR 3);;3191.76;9.75;33
ESF-60-1 ESF;;RED. 60CM P/07 LAMP. GU10 80CM DE ALTURA UMA ESFERA (218 FIOS) (SOLAR 3);;3940.76;9.75;33
ESF-60-1 ESF;FOLHA DE OURO;RED. 60CM P/07 LAMP. GU10 80CM DE ALTURA UMA ESFERA (218 FIOS) (SOLAR 3);;4531.87;9.75;33
ESF-60-SM-1 ESF;;"RED.60CM "" SMALL "" P/07 LAMP.GU10 1,0M DE ALTURA COM UMA ESFERA (135 FIOS) (SOLAR 3)";;2996.01;9.75;33
ESF-60-SM-1 ESF;FOLHA DE OURO;"RED.60CM "" SMALL "" P/07 LAMP.GU10 1,0M DE ALTURA COM UMA ESFERA (135 FIOS) (SOLAR 3)";;3445.41;9.75;33
ESF-80-3 ESF;;RED.80CM P/13 LAMP.GU10 3,0M ALTURA COM TRES ESFERAS (323 FIOS) (SOLAR 3);;7687.33;9.75;33
ESF-80-3 ESF;FOLHA DE OURO;RED.80CM P/13 LAMP.GU10 3,0M ALTURA COM TRES ESFERAS (323 FIOS) (SOLAR 3);;8840.43;9.75;33
ESF-100-7 ESF;;RED. 1,0M P/19 LAMP. GU10 9,0M ALTURA SETE ESFERAS (SOLAR 3);;13188.86;9.75;33
ESF-100-7 ESF;FOLHA DE OURO;RED. 1,0M P/19 LAMP. GU10 9,0M ALTURA SETE ESFERAS (SOLAR 3);;15167.19;9.75;33
ESP-001-1,0M;;RED. 18CM P/01 LAMP.GU10 ESPIRAL 1,0M ALTURA (GOTIJOS);;473.35;9.75;33
ESP-001-1,0M;FOLHA DE OURO;RED. 18CM P/01 LAMP.GU10 ESPIRAL 1,0M ALTURA (GOTIJOS);;544.36;9.75;33
ESP-003-1,0M;;RED. 32CM P/03 LAMP. GU10 ESPIRAL 1,0M ALTURA (HELIX);;680.78;9.75;33
ESP-003-1,0M;FOLHA DE OURO;RED. 32CM P/03 LAMP. GU10 ESPIRAL 1,0M ALTURA (HELIX);;782.90;9.75;33
ESP-005-1,0M;;RED. 40CM P/05 LAMP. GU10 ESPIRAL 1,0M ALTURA (HELIX);;773.85;9.75;33
ESP-005-1,0M;FOLHA DE OURO;RED. 40CM P/05 LAMP. GU10 ESPIRAL 1,0M ALTURA (HELIX);;889.93;9.75;33
ESP-50-2,0M;;RED. 50CM P/07 LAMP. GU10 ESPIRAL 2,0M ALTURA (HÉLICE);;2073.31;9.75;33
ESP-50-2,0M;FOLHA DE OURO;RED. 50CM P/07 LAMP. GU10 ESPIRAL 2,0M ALTURA (HÉLICE);;2384.31;9.75;33
ESP-60-2,0M;;RED. 60CM P/09 LAMP. GU10 ESPIRAL 2,0M ALTURA (HELICE);;2576.93;9.75;33
ESP-60-2,0M;FOLHA DE OURO;RED. 60CM P/09 LAMP. GU10 ESPIRAL 2,0M ALTURA (HELICE);;2963.47;9.75;33
ESP-60-3,0M;;RED. 60CM P/09 LAMP. GU10 ESPIRAL 3,0M ALTURA (HÉLICE);;2718.05;9.75;33
ESP-60-3,0M;FOLHA DE OURO;RED. 60CM P/09 LAMP. GU10 ESPIRAL 3,0M ALTURA (HÉLICE);;3125.75;9.75;33
ESP-80-2,0M;;RED. 80CM P/13 LAMP GU10 ESPIRAL 2,0M ALTURA (HÉLICE);;3175.46;9.75;33
ESP-80-2,0M;FOLHA DE OURO;RED. 80CM P/13 LAMP GU10 ESPIRAL 2,0M ALTURA (HÉLICE);;3651.78;9.75;33
BOL-40-3 ESF;;RED. 40CM P/ 04 LAMP. GU10 1,3M ALT. COM 3 ESF. + ESP. BOLA (ESCALAR);;1764.52;9.75;33
BOL-40-3 ESF;FOLHA DE OURO;RED. 40CM P/ 04 LAMP. GU10 1,3M ALT. COM 3 ESF. + ESP. BOLA (ESCALAR);;2029.20;9.75;33
GAROA-RT100X60-2,0M;;RET. 100 X 60 CM- 11 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 2,0M ALTURA - LINHA GAROA;;6855.89;9.75;33
GAROA-RT100X60-2,0M;FOLHA DE OURO;RET. 100 X 60 CM- 11 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 2,0M ALTURA - LINHA GAROA;;7884.28;9.75;33
GAROA-RT100X60-3,0M;;RET. 100 X 60 CM- 11 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 3,0M ALTURA - LINHA GAROA;;6951.47;9.75;33
GAROA-RT100X60-3,0M;FOLHA DE OURO;RET. 100 X 60 CM- 11 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 3,0M ALTURA - LINHA GAROA;;7994.19;9.75;33
GAROA-RT120X50-2,0M;;RET. 120 X 50 CM- 10 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 2,0M ALTURA - LINHA GAROA;;6940.44;9.75;33
GAROA-RT120X50-2,0M;FOLHA DE OURO;RET. 120 X 50 CM- 10 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 2,0M ALTURA - LINHA GAROA;;7981.51;9.75;33
GAROA-RT120X50-2,5M;;RET. 120 X 50 CM- 10 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 2,5M ALTURA - LINHA GAROA;;6984.55;9.75;33
GAROA-RT120X50-2,5M;FOLHA DE OURO;RET. 120 X 50 CM- 10 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 2,5M ALTURA - LINHA GAROA;;8032.24;9.75;33
GAROA-RT120X50-3,0M;;RET. 120 X 50 CM- 10 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 3,0M ALTURA - LINHA GAROA;;7138.95;9.75;33
GAROA-RT120X50-3,0M;FOLHA DE OURO;RET. 120 X 50 CM- 10 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 3,0M ALTURA - LINHA GAROA;;8209.79;9.75;33
GAROA-RT120X90-2,5M;;RET. 120 X 90 CM- 16 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 2,5M ALTURA - LINHA GAROA;;9907.04;9.75;33
GAROA-RT120X90-2,5M;FOLHA DE OURO;RET. 120 X 90 CM- 16 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 2,5M ALTURA - LINHA GAROA;;11393.10;9.75;33
GAROA-RT120X90-3,0M;;RET. 120 X 90 CM- 16 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 3,0M ALTURA - LINHA GAROA;;9969.53;9.75;33
GAROA-RT120X90-3,0M;FOLHA DE OURO;RET. 120 X 90 CM- 16 LAMP. GU10 - MONT. ALEATORIO COM TUBOS DE 30CM - 3,0M ALTURA - LINHA GAROA;;11464.96;9.75;33
COS-60-2 ESF;;RED 60CM P/10 LAMP. GU10 1,3M ALT.COM 2 ESF. + ESP PIRULITO (COSMO);;4602.45;9.75;34
COS-60-2 ESF;FOLHA DE OURO;RED 60CM P/10 LAMP. GU10 1,3M ALT.COM 2 ESF. + ESP PIRULITO (COSMO);;5292.82;9.75;34
COS-60-3 ESF;;RED 60CM P/10 LAMP. GU10 2,0M ALT.COM 3 ESF. + ESP PIRULITO (COSMO);;4845.08;9.75;34
COS-60-3 ESF;FOLHA DE OURO;RED 60CM P/10 LAMP. GU10 2,0M ALT.COM 3 ESF. + ESP PIRULITO (COSMO);;5571.84;9.75;34
COS-60-4 ESF;;RED 60CM P/10 LAMP. GU10 2,5M ALT.COM 4 ESF. + ESP PIRULITO (COSMO);;5043.58;9.75;34
COS-60-4 ESF;FOLHA DE OURO;RED 60CM P/10 LAMP. GU10 2,5M ALT.COM 4 ESF. + ESP PIRULITO (COSMO);;5800.12;9.75;34
COS-80-3 ESF;;RED 80CM P/14 LAMP. GU10 2,0M ALT.COM 3 ESF. + ESP PIRULITO (COSMO);;6183.17;9.75;34
COS-80-3 ESF;FOLHA DE OURO;RED 80CM P/14 LAMP. GU10 2,0M ALT.COM 3 ESF. + ESP PIRULITO (COSMO);;7110.64;9.75;34
COS-80-4 ESF;;RED. 80CM P/14 LAMP. GU10 3,0M ALT COM 4 ESF. + ESP PIRULITO (COSMO);;6491.96;9.75;34
COS-80-4 ESF;FOLHA DE OURO;RED. 80CM P/14 LAMP. GU10 3,0M ALT COM 4 ESF. + ESP PIRULITO (COSMO);;7465.75;9.75;34
COS-80-5 ESF;;RED. 80CM P/14 LAMP. GU10 3,5M ALT COM 5 ESF. + ESP PIRULITO (COSMO);;6655.82;9.75;34
COS-80-5 ESF;FOLHA DE OURO;RED. 80CM P/14 LAMP. GU10 3,5M ALT COM 5 ESF. + ESP PIRULITO (COSMO);;7654.19;9.75;34
COS-100-7 ESF;;RED 100CM P/ 21 LAMP. GU10 7,0M ALT.COM 7 ESF. + ESP PIRULITO (COSMO);;14402.89;9.75;34
COS-100-7 ESF;FOLHA DE OURO;RED 100CM P/ 21 LAMP. GU10 7,0M ALT.COM 7 ESF. + ESP PIRULITO (COSMO);;16563.32;9.75;34
CSC-600-7 ESF;;RED. 60CM P/12 LAMP GU10 CASCATA DE 3,0M DE ALTURA COM 7 ESFERAS (HARLEY);;3654.03;9.75;34
CSC-600-7 ESF;FOLHA DE OURO;RED. 60CM P/12 LAMP GU10 CASCATA DE 3,0M DE ALTURA COM 7 ESFERAS (HARLEY);;4202.13;9.75;34
CSC-3000-10 ESF;;RED. 80CM P/18 LAMP GU10 CASCATA COM ESFERA DE 4,0M DE ALTURA COM 10 ESF. (HARLEY);;7535.97;9.75;34
CSC-3000-10 ESF;FOLHA DE OURO;RED. 80CM P/18 LAMP GU10 CASCATA COM ESFERA DE 4,0M DE ALTURA COM 10 ESF. (HARLEY);;8666.36;9.75;34
CSC-3000-3,0M;;RED. 80CM P/ 14 LAMP. GU10 CASCATA DE 3,0M ALTURA;;5764.10;9.75;34
CSC-3000-3,0M;FOLHA DE OURO;RED. 80CM P/ 14 LAMP. GU10 CASCATA DE 3,0M ALTURA;;6628.71;9.75;34
DNA30-80CM;;RED.32CM P/03 LAMP. GU10 DNA 80CM ALTURA (GARGANTILHA);;1021.95;9.75;34
DNA30-80CM;FOLHA DE OURO;RED.32CM P/03 LAMP. GU10 DNA 80CM ALTURA (GARGANTILHA);;1175.24;9.75;34
DNA40-1,0M-SM;;"RED.40CM "" SMALL "" P/05 LAMP. GU10 DNA - 1,0M ALTURA (SLIM)";;1382.21;9.75;34
DNA40-1,0M-SM;FOLHA DE OURO;"RED.40CM "" SMALL "" P/05 LAMP. GU10 DNA - 1,0M ALTURA (SLIM)";;1589.54;9.75;34
DNA40-2,0M;;RED. 40CM P/05 LAMP. GU10 DNA DE 2,0M ALTURA;;1764.52;9.75;34
DNA40-2,0M;FOLHA DE OURO;RED. 40CM P/05 LAMP. GU10 DNA DE 2,0M ALTURA;;2029.20;9.75;34
DNA40-2,0M-SM;;"RED.40CM "" SMALL "" P/05 LAMP.GU10 DNA 2,0M ALTURA (SLIM)";;1540.28;9.75;34
DNA40-2,0M-SM;FOLHA DE OURO;"RED.40CM "" SMALL "" P/05 LAMP.GU10 DNA 2,0M ALTURA (SLIM)";;1771.32;9.75;34
DNA50-2,0M;;RED.50CM P/07 LAMP. GU10 DNA 2,0M ALTURA;;2587.96;9.75;34
DNA50-2,0M;FOLHA DE OURO;RED.50CM P/07 LAMP. GU10 DNA 2,0M ALTURA;;2976.16;9.75;34
DNA60-2,0M;;RED.60CM P/09 LAMP. GU10 DNA 2,0M ALTURA;;2948.22;9.75;34
DNA60-2,0M;FOLHA DE OURO;RED.60CM P/09 LAMP. GU10 DNA 2,0M ALTURA;;3390.45;9.75;34
DNA60-2,5M;;RED.60CM P/09 LAMP. GU10 DNA 2,5M ALTURA;;2999.68;9.75;34
DNA60-2,5M;FOLHA DE OURO;RED.60CM P/09 LAMP. GU10 DNA 2,5M ALTURA;;3449.63;9.75;34
DNA60-3,0M;;RED.60CM P/09 LAMP.GU10 DNA 3.0M ALT;;3124.67;9.75;34
DNA60-3,0M;FOLHA DE OURO;RED.60CM P/09 LAMP.GU10 DNA 3.0M ALT;;3593.37;9.75;34
DNA70-3,0M;;RED. 70CM P/17 LAMP. GU10 DNA 3,0M ALTURA;;4881.84;9.75;34
DNA70-3,0M;FOLHA DE OURO;RED. 70CM P/17 LAMP. GU10 DNA 3,0M ALTURA;;5614.11;9.75;34
DNA80-3,0M;;RED.80CM P/17 LAMP.GU10 DNA 3,0M ALTURA;;5602.35;9.75;34
DNA80-3,0M;FOLHA DE OURO;RED.80CM P/17 LAMP.GU10 DNA 3,0M ALTURA;;6442.70;9.75;34
DNA80-4,0M;;RED.80CM P/17 LAMP. GU10 DNA 4,0M ALTURA;;6021.42;9.75;34
DNA80-4,0M;FOLHA DE OURO;RED.80CM P/17 LAMP. GU10 DNA 4,0M ALTURA;;6924.63;9.75;34
DNA100-4,0M;;RED.1,0M P/ 23 LAMP.GU10 DNA 4,0M ALTURA;;7543.32;9.75;34
DNA100-4,0M;FOLHA DE OURO;RED.1,0M P/ 23 LAMP.GU10 DNA 4,0M ALTURA;;8674.82;9.75;34
TLP-100;;RED. 1,0M C/ 16 LAMP. GU10 MONTADO COM TUBOS DE 2,5M ALTURA (TULIPA);;9998.94;9.75;34
TLP-100;FOLHA DE OURO;RED. 1,0M C/ 16 LAMP. GU10 MONTADO COM TUBOS DE 2,5M ALTURA (TULIPA);;11498.78;9.75;34
TLP-80;;RED. 80CM C/ 11 LAMP. GU10 MONTADO COM TUBOS DE 1,5M ALTURA (TULIPA);;5771.45;9.75;34
